Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center
PALSOO CO LTD,Information not readily available,Information not readily available,Likely specializes in technology or manufacturing.,Information not readily available,Technology/Manufacturing,No,Yes,No,No
PAN-MICRO BIOSCI INC,Information not readily available,Information not readily available,Focuses on microbiology and bioscience research.,Information not readily available,Biosciences,No,Yes,No,No
PANACEA BIOTEC LTD,panaceabiotec.com,"New Delhi, India",Develops and manufactures biopharmaceutical products and vaccines.,1984,Biopharmaceuticals,No,Yes,No,No
PANAPHIX INC,Information not readily available,Information not readily available,Likely engaged in biotechnology or pharmaceutical development.,Information not readily available,Biotechnology/Pharmaceuticals,No,Yes,No,No
PANASONIC INTELLECTUAL PROPERTY CORP,panasonic.com,"Osaka, Japan",Manages intellectual property and patents for Panasonic's innovations.,Information not readily available,Intellectual Property,No,Yes,No,No
PANDEMBLOCK OY,Information not readily available,Information not readily available,Likely involved in pandemic-related research or solutions.,Information not readily available,Biotechnology/Health,No,Yes,No,No
PANDEMIC INSIGHTS INC,Information not readily available,Information not readily available,Likely focuses on insights and analytics related to pandemics.,Information not readily available,Health Analytics,No,Yes,No,No
PANGEN BIOTECH INC,Information not readily available,Information not readily available,Specializes in biotechnology and biopharmaceuticals.,Information not readily available,Biotechnology/Pharmaceuticals,No,Yes,No,No
PANGOLIN LLC,Information not readily available,Information not readily available,Likely involved in biotechnology or technology development.,Information not readily available,Biotechnology/Technology,No,Yes,No,No
PANION & BF BIOTECH INC,panion-biotech.com,"New York, USA",Focuses on biotechnology and therapeutics.,Information not readily available,Biotechnology,No,Yes,No,No
PANNEX THERAPEUTICS INC,pannex.com,Information not readily available,Develops therapies targeting pannexin channels.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
PANNONPHARMA GYOGYSZERGYARTO KFT,Information not readily available,Information not readily available,Engages in pharmaceutical manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
PANOXYVIR SRL,Information not readily available,Information not readily available,Likely involved in antiviral drug development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
PANTAPHARM AG,Information not readily available,Information not readily available,Specializes in pharmaceutical development and manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
PANTHERYX INC,panthera.com,Information not readily available,Likely involved in biotechnology or pharmaceutical research.,Information not readily available,Biotechnology/Pharmaceuticals,No,Yes,No,No
PAPIER-METTLER KG,papier-mettler.de,Germany,Specializes in the production of paper and related products.,Information not readily available,Paper Manufacturing,No,Yes,No,No
PARADIGM BIOPHARM LTD,Information not readily available,Information not readily available,Focuses on developing biopharmaceuticals.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
PARADIGM IMMUNOTHERAPEUTICS INC,Information not readily available,Information not readily available,Develops immunotherapy treatments.,Information not readily available,Immunotherapy,No,Yes,No,No
PARAGON GENOMICS INC,paragongenomics.com,"San Francisco, California, USA",Provides next-generation sequencing technologies and solutions.,2014,Genomics/Sequencing,No,Yes,No,No
PARAGON SPACE DEV CORP,paragonsdc.com,"Tucson, Arizona, USA",Develops space life support and thermal control technologies.,1993,Space Technology,No,Yes,No,No
PARALAXIOM TECHNOLOGIES PRIVATE LTD,Information not readily available,Information not readily available,Likely engaged in technology development or innovation.,Information not readily available,Technology,No,Yes,No,No
PARATEK PHARM INC,paratekpharma.com,"Boston, Massachusetts, USA",Focuses on developing and commercializing novel antibiotics and anti-infectives.,2003,Pharmaceuticals,No,Yes,No,No
PARAYTEC LTD,paraytec.com,"Sheffield, UK",Develops advanced detection systems for research and diagnostics.,Information not readily available,Biotechnology/Diagnostics,No,Yes,No,No
PARDES BIOSCI INC,pardesbio.com,Information not readily available,Focuses on discovering and developing new therapies in biotechnology.,Information not readily available,Biotechnology,No,Yes,No,No
PARIS SCI & LETTRES,Information not readily available,"Paris, France",Likely involved in higher education or scientific research.,Information not readily available,Education/Research,No,No,Yes,No
PARKLAND CENT CLINICAL INNOVATION,parklandclinicalinnovation.org,"Dallas, Texas, USA",Focuses on clinical innovation and improving healthcare delivery.,Information not readily available,Healthcare Innovation,No,No,No,No
PAROLE LAB INC,Information not readily available,Information not readily available,Likely involved in laboratory services or scientific research.,Information not readily available,Laboratory/Research,No,Yes,No,No
PARR BIOTECHNOLOGY HEBEI CO LTD,Information not readily available,"Hebei, China",Specializes in biotechnology and related products.,Information not readily available,Biotechnology,No,Yes,No,No
PARR BIOTECHNOLOGY JIANGSU CO LTD,Information not readily available,"Jiangsu, China",Focuses on biotechnology and pharmaceutical development.,Information not readily available,Biotechnology,No,Yes,No,No
PARTHENOGEN SAGL,Information not readily available,Switzerland,Likely involved in biotechnology or medical research.,Information not readily available,Biotechnology/Medical Research,No,Yes,No,No
PARTICLE LIFE SCI PRIVATE LTD,Information not readily available,Information not readily available,Specializes in life sciences and biotechnology.,Information not readily available,Life Sciences/Biotechnology,No,Yes,No,No
PORSCHE AG F,porsche.com,"Stuttgart, Germany",Renowned automobile manufacturer specializing in high-performance sports cars.,1931,Automotive,No,Yes,No,No
PROGENICYTEJAPAN CO LTD,Information not readily available,Japan,Focuses on biotechnology and therapeutic solutions.,Information not readily available,Biotechnology,No,Yes,No,No
PURETECH LYT INC,Information not readily available,Information not readily available,Likely involved in biotechnology or pharmaceutical research.,Information not readily available,Biotechnology/Pharmaceuticals,No,Yes,No,No
PURETEK GROUP INC,Information not readily available,Information not readily available,Specializes in advanced technology solutions.,Information not readily available,Technology,No,Yes,No,No
PURINOMIA BIOTECH INC,Information not readily available,Information not readily available,Focuses on biotechnology and drug development.,Information not readily available,Biotechnology/Pharmaceuticals,No,Yes,No,No
PUSAT PENELITIAN BIOTEKNOLOGI DAN BIOIND,Information not readily available,Indonesia,Engaged in biotechnology and bioindustry research.,Information not readily available,Biotechnology/Research,No,No,Yes,No
PXD LTD,Information not readily available,Information not readily available,Likely involved in pharmaceutical or biotechnology research.,Information not readily available,Pharmaceuticals/Biotechnology,No,Yes,No,No
PYROJAS INC,Information not readily available,Information not readily available,Likely involved in biotechnology or medical technology.,Information not readily available,Biotechnology/Medical Technology,No,Yes,No,No
QGENETICS CO LTD,Information not readily available,Information not readily available,Specializes in genetic testing and biotechnology.,Information not readily available,Genetics/Biotechnology,No,Yes,No,No
QIAGEN GMBH,qiagen.com,"Hilden, Germany",Provides sample and assay technologies for molecular diagnostics.,1984,Molecular Diagnostics,No,Yes,No,No
QIAGEN SCI LLC,Information not readily available,Information not readily available,"Likely related to Qiagen GmbH, specializing in molecular diagnostics and life sciences.",Information not readily available,Molecular Diagnostics/Life Sciences,No,Yes,No,No
QIANGGU BIOTECHNOLOGY SHANGHAI CO LTD,Information not readily available,"Shanghai, China",Focuses on biotechnology and pharmaceutical development.,Information not readily available,Biotechnology/Pharmaceuticals,No,Yes,No,No
QIANYUAN KANGAN SUZHOU BIOTECHNOLOGY CO LTD,Information not readily available,"Suzhou, China",Specializes in biotechnology and health technology.,Information not readily available,Biotechnology/Health Technology,No,Yes,No,No
QIHAN EGENESIS HONG KONG LTD,Information not readily available,Hong Kong,Focuses on biotechnology and genetic engineering.,Information not readily available,Biotechnology/Genetic Engineering,No,Yes,No,No
QILU ANIMAL HEALTH PROD CO LTD,Information not readily available,Information not readily available,Specializes in animal health products and veterinary pharmaceuticals.,Information not readily available,Animal Health,No,Yes,No,No
QILU PHARM CO LTD,qilupharm.com,"Shandong, China",A major pharmaceutical company specializing in the production of pharmaceutical and health products.,1958,Pharmaceuticals,No,Yes,No,No
QILU PUGET SOUND BIOTHERAPEUTICS CORP,Information not readily available,Information not readily available,Focuses on biotherapeutics and advanced therapies.,Information not readily available,Biotherapeutics,No,Yes,No,No
QILU REGOR THERAPEUTICS INC,Information not readily available,Information not readily available,Specializes in therapeutic research and development.,Information not readily available,Therapeutics,No,Yes,No,No
QINETIQ LTD,qinetiq.com,"Farnborough, United Kingdom","Provides advanced technology solutions and services for defense, aerospace, and security sectors.",2001,Defense/Aerospace,No,Yes,No,No
QINGDAO AIBO DETECTION TECHNOLOGY CO LTD,Information not readily available,"Qingdao, China",Specializes in detection and monitoring technologies.,Information not readily available,Detection Technology,No,Yes,No,No
QINGDAO AUCMA BIOMEDICAL CO LTD,Information not readily available,"Qingdao, China",Focuses on biomedical technologies and solutions.,Information not readily available,Biomedical Technology,No,Yes,No,No
QINGDAO BEILAI CULTURE TECHNOLOGY CO LTD,Information not readily available,"Qingdao, China",Specializes in cultural technology and related products.,Information not readily available,Cultural Technology,No,Yes,No,No
QINGDAO BIOTEPHY CO LTD,Information not readily available,"Qingdao, China",Focuses on biotechnology and related applications.,Information not readily available,Biotechnology,No,Yes,No,No
QINGDAO CHANSHAN ENVIRONMENTAL PROTECTIO,Information not readily available,"Qingdao, China",Specializes in environmental protection technologies.,Information not readily available,Environmental Protection,No,Yes,No,No
QINGDAO CIVIL AVIATION CARES CO LTD,Information not readily available,"Qingdao, China",Provides services related to civil aviation.,Information not readily available,Civil Aviation,No,Yes,No,No
QINGDAO CUISINE SING ROBOT CO LTD,Information not readily available,"Qingdao, China",Focuses on robotics technology for culinary applications.,Information not readily available,Robotics,No,Yes,No,No
QINGDAO EASTSEA PHARM CO LTD,Information not readily available,"Qingdao, China",Specializes in pharmaceutical products and technologies.,Information not readily available,Pharmaceuticals,No,Yes,No,No
QINGDAO FENGRUNDA MACHINERY CO LTD,Information not readily available,"Qingdao, China",Engaged in machinery and equipment manufacturing.,Information not readily available,Machinery,No,Yes,No,No
QINGDAO HAIER BIOMEDICAL CO LTD,haierbiomedical.com,"Qingdao, China",Provides biomedical products and solutions.,Information not readily available,Biomedical,No,Yes,No,No
QINGDAO HAIHUA BIOMEDICAL TECHNOLOGY CO,Information not readily available,"Qingdao, China",Specializes in biomedical technology and products.,Information not readily available,Biomedical Technology,No,Yes,No,No
QINGDAO HARRENS DETECTION CO LTD,Information not readily available,"Qingdao, China",Focuses on detection technologies and solutions.,Information not readily available,Detection Technology,No,Yes,No,No
QINGDAO HARWARS BIOLOGY GROUP LTD,Information not readily available,"Qingdao, China",Engaged in biological and biotechnology research.,Information not readily available,Biotechnology,No,Yes,No,No
QINGDAO HIGHTOP BIOTECH CO LTD,Information not readily available,"Qingdao, China",Specializes in biotechnology and advanced biotech solutions.,Information not readily available,Biotechnology,No,Yes,No,No
QINGDAO HISENSE INTELLIGENT COMML EQUIP,hisense.com,"Qingdao, China",Provides intelligent communication and electronic equipment.,Information not readily available,Electronics/Communications,No,Yes,No,No
QINGDAO HYDRO BIOTECHNOLOGY CO LTD,Information not readily available,"Qingdao, China",Specializes in biotechnology with a focus on hydro technologies.,Information not readily available,Biotechnology,No,Yes,No,No
QINGDAO INT TRAVEL HEALTH CARE CENT,Information not readily available,"Qingdao, China",Provides health care services related to international travel.,Information not readily available,Healthcare,No,Yes,No,No
QINGDAO JIANMA GENE TECHNOLOGY CO LTD,Information not readily available,"Qingdao, China",Focuses on gene technology and related applications.,Information not readily available,Gene Technology,No,Yes,No,No
QINGDAO JINMOTANG BIOTECHNOLOGY CO LTD,Information not readily available,"Qingdao, China",Specializes in biotechnology research and products.,Information not readily available,Biotechnology,No,Yes,No,No
QINGDAO KANGMAICHENG BIOTECHNOLOGY CO LT,Information not readily available,"Qingdao, China",Engages in biotechnology research and development.,Information not readily available,Biotechnology,No,Yes,No,No
QINGDAO KEZHIXING ROBOT CO LTD,Information not readily available,"Qingdao, China",Develops and manufactures robotics technology.,Information not readily available,Robotics,No,Yes,No,No
QINGDAO LANCHE BIOTECHNOLOGY CO LTD,Information not readily available,"Qingdao, China",Specializes in biotechnology solutions and products.,Information not readily available,Biotechnology,No,Yes,No,No
QINGDAO MARINE BIOMEDICAL RES INST CO,Information not readily available,"Qingdao, China",Conducts research in marine biomedical sciences.,Information not readily available,Biomedical Research,No,Yes,Yes,No
QINGDAO MENTAL HEALTH CENT QINGDAO NO 7,Information not readily available,"Qingdao, China",Provides mental health services and treatment.,Information not readily available,Healthcare,No,Yes,No,Yes
QINGDAO MUNICIPAL CENT DISEASE CONTROL,Information not readily available,"Qingdao, China",Focuses on disease prevention and control.,Information not readily available,Public Health,Yes,No,Yes,No
QINGDAO NAT LAB DEV CENT MARINE SCI,Information not readily available,"Qingdao, China",Researches marine science and technology.,Information not readily available,Marine Science Research,Yes,No,Yes,No
RAYKOL BIOCHEMICAL TECHNOLOGY GUANGZHOU CO              LTD,Information not readily available,"Guangzhou, China",Specializes in biochemical technology and products.,Information not readily available,Biochemical Technology,No,Yes,No,No
RED LAB SARL,Information not readily available,Information not readily available,Provides laboratory services and research solutions.,Information not readily available,Laboratory Services,No,Yes,No,No
REDBUD LABS INC,Information not readily available,Information not readily available,Focuses on laboratory and research solutions.,Information not readily available,Laboratory Services,No,Yes,No,No
REDDOT BIO INC,Information not readily available,Information not readily available,Specializes in biotechnology and pharmaceutical development.,Information not readily available,Biotechnology,No,Yes,No,No
REDE MORIAH SAUDE LTDA,Information not readily available,Information not readily available,Provides health services and solutions.,Information not readily available,Healthcare,No,Yes,No,No
REDHILL BIOPHARMA CO LTD,redhillbio.com,"Tel Aviv, Israel",Focuses on the development of biopharmaceuticals.,2009,Biopharmaceuticals,No,Yes,No,No
REDITUS LAB LLC,Information not readily available,Information not readily available,Specializes in laboratory and research services.,Information not readily available,Laboratory Services,No,Yes,No,No
REDYTEL IOT SL,Information not readily available,Information not readily available,Provides IoT solutions and technology.,Information not readily available,Internet of Things (IoT),No,Yes,No,No
REEL TECH CO LTD,Information not readily available,Information not readily available,Engages in technological solutions and services.,Information not readily available,Technology,No,Yes,No,No
REFOWORK KK,Information not readily available,Japan,Specializes in innovative technology solutions.,Information not readily available,Technology,No,Yes,No,No
REGEN LAB SA,regenlab.com,Switzerland,Provides regenerative medicine and stem cell therapy solutions.,2006,Regenerative Medicine,No,Yes,No,No
REGENACELLX SL,Information not readily available,Spain,Focuses on regenerative cell therapies and treatments.,Information not readily available,Regenerative Medicine,No,Yes,No,No
REGENALL LTD,Information not readily available,Information not readily available,Engages in regenerative medicine and related technologies.,Information not readily available,Regenerative Medicine,No,Yes,No,No
REGENERON PHARM INC,regeneron.com,"Tarrytown, New York, USA",Focuses on developing and commercializing medicines for serious medical conditions.,1988,Biotechnology,No,No,No,No
REGENERX BIOPHARMACEUTICALS INC,regenerx.com,"Rockville, Maryland, USA",Develops therapeutic drugs based on regenerative medicine technologies.,1993,Biotechnology,No,Yes,No,No
REGENEX PHARM LTD,Information not readily available,Information not readily available,Specializes in pharmaceutical products related to regenerative medicine.,Information not readily available,Pharmaceuticals,No,Yes,No,No
REGENXBIO INC,regenxbio.com,"Rockville, Maryland, USA",Focuses on gene therapy products and services.,2009,Gene Therapy,No,Yes,No,No
REGION MIDTJYLLAND,rm.dk,Denmark,Provides healthcare services and administration in the Central Denmark Region.,Information not readily available,Healthcare,Yes,No,No,Yes
REGIONAL CANCER MONTPELLIER VAL AURELLE,Information not readily available,"Montpellier, France",Specializes in cancer treatment and research.,Information not readily available,Oncology,No,No,Yes,Yes
REGIONAL WIN-WIN PLATFORM CO LTD,Information not readily available,Information not readily available,Focuses on regional business platforms and services.,Information not readily available,Business Services,No,Yes,No,No
REGIRT GMBH & CO MANAGEMENT KG,Information not readily available,Germany,Engages in management and consultancy services.,Information not readily available,Management Consultancy,No,Yes,No,No
REGIRT METALL GMBH,Information not readily available,Germany,Specializes in metallurgy and related products.,Information not readily available,Metallurgy,No,Yes,No,No
REGOR PHARM INC,Information not readily available,Information not readily available,Develops pharmaceutical products and solutions.,Information not readily available,Pharmaceuticals,No,Yes,No,No
REGOR THERAPEUTICS INC,Information not readily available,Information not readily available,Focuses on developing therapeutics for various medical conditions.,Information not readily available,Biotechnology,No,Yes,No,No
REITHERA SRL,reithera.com,"Rome, Italy",Specializes in the development of vaccines and biopharmaceuticals.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
REJUVENATION TECHNOLOGIES INC,Information not readily available,Information not readily available,Focuses on rejuvenation and regenerative technologies.,Information not readily available,Regenerative Medicine,No,Yes,No,No
REKINDLE THERAPEUTICS INC,rekindletherapeutics.com,"Boston, Massachusetts, USA",Develops novel therapeutic approaches for serious diseases.,2018,Biotechnology,No,Yes,No,No
RELAXERA PHARM GMBH & CO KG,Information not readily available,Germany,Specializes in pharmaceutical products and therapeutic solutions.,Information not readily available,Pharmaceuticals,No,Yes,No,No
RELEASE CO LTD,Information not readily available,Information not readily available,Engages in technology and product development.,Information not readily available,Technology,No,Yes,No,No
RELEASE KAGAKU KOGYO KK,Information not readily available,Japan,Engages in chemical manufacturing and related technologies.,Information not readily available,Chemicals,No,Yes,No,No
RELEVANCE TOTAL HEALTH,Information not readily available,Information not readily available,Focuses on health and wellness solutions.,Information not readily available,Health & Wellness,No,Yes,No,No
RELIANCE IND LTD,reliance.com,India,"A major conglomerate involved in various industries including energy, petrochemicals, and telecommunications.",1966,Conglomerate,No,Yes,No,No
RELIANCE LIFE SCI PVT LTD,Information not readily available,India,Specializes in life sciences and biotechnology.,Information not readily available,Biotechnology,No,Yes,No,No
RELY BIOTECH INC,Information not readily available,Information not readily available,Engages in biotechnology research and product development.,Information not readily available,Biotechnology,No,Yes,No,No
REMBIR GIDA SANAYI TICARET AS,Information not readily available,Turkey,Specializes in food industry manufacturing and distribution.,Information not readily available,Food Manufacturing,No,Yes,No,No
REMEDIUM BIO INC,remedium.bio,Information not readily available,Focuses on developing innovative biopharmaceuticals.,Information not readily available,Biotechnology,No,Yes,No,No
REMEDIUM THERAPEUTICS PRIVATE LTD,Information not readily available,Information not readily available,Specializes in therapeutic development and biopharmaceuticals.,Information not readily available,Pharmaceuticals,No,Yes,No,No
REMEDY CELL LTD,Information not readily available,Information not readily available,Focuses on cell-based therapies and regenerative medicine.,Information not readily available,Regenerative Medicine,No,Yes,No,No
REMEDY PLAN INC,Information not readily available,Information not readily available,Provides solutions for therapeutic planning and healthcare.,Information not readily available,Healthcare Solutions,No,Yes,No,No
REMEDY RES LTD,Information not readily available,Information not readily available,Engages in research and development of therapeutic solutions.,Information not readily available,Research & Development,No,Yes,No,No
REMER CONSULTORES ASSESSORIA EMPRESARIAL,Information not readily available,Information not readily available,Provides business consultancy and advisory services.,Information not readily available,Consulting,No,Yes,No,No
REMODELESS LTD CV,Information not readily available,Information not readily available,Focuses on technology and product development solutions.,Information not readily available,Technology Development,No,Yes,No,No
RENASCIENCE INC,Information not readily available,Information not readily available,Specializes in regenerative and life sciences technologies.,Information not readily available,Regenerative Medicine,No,Yes,No,No
RENBIO INC,Information not readily available,Information not readily available,Engages in biotechnology and pharmaceutical research.,Information not readily available,Biotechnology,No,Yes,No,No
RENEGADEXBIO PBC,Information not readily available,Information not readily available,Focuses on developing innovative biopharmaceutical solutions.,Information not readily available,Biotechnology,No,Yes,No,No
RENEURON LTD,reneuron.com,UK,Develops cell-based therapies for neurodegenerative diseases.,2006,Biotechnology,No,Yes,No,No
RENGENE BIOTECHNOLOGY CO LTD,Information not readily available,Information not readily available,Engages in biotechnological research and development.,Information not readily available,Biotechnology,No,Yes,No,No
RENIBUS THERAPEUTICS INC,Information not readily available,Information not readily available,Focuses on developing therapeutic solutions and technologies.,Information not readily available,Biotechnology,No,Yes,No,No
RENJING SUZHOU BIOTECHNOLOGY CO LTD,Information not readily available,"Suzhou, China",Specializes in biotechnology research and product development.,Information not readily available,Biotechnology,No,Yes,No,No
SHAANXI PANLONG PHARM CO LTD,Information not readily available,"Shaanxi, China",Focuses on pharmaceutical manufacturing and distribution.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHAANXI PHARM HOLDING COOP MEDICINE RES,Information not readily available,"Shaanxi, China",Engages in pharmaceutical research and cooperative medicine.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHAANXI TANGPU MEDICAL EQUIP CO LTD,Information not readily available,"Shaanxi, China",Specializes in medical equipment manufacturing.,Information not readily available,Medical Equipment,No,Yes,No,No
SHAANXI TIANLUTONG BIOTECHNOLOGY CO LTD,Information not readily available,"Shaanxi, China",Focuses on biotechnology research and product development.,Information not readily available,Biotechnology,No,Yes,No,No
SHACHIHATA INC,shachihata.co.jp,Japan,Specializes in manufacturing and selling stamps and ink products.,1925,Manufacturing,No,Yes,No,No
SHAHEEN INNOVATIONS HOLDING LTD,Information not readily available,Information not readily available,Involved in technology and innovation investments.,Information not readily available,Technology & Innovation,No,Yes,No,No
SHAMU SHANGHAI BIOTECHNOLOGY CO LTD,Information not readily available,"Shanghai, China",Specializes in biotechnology and pharmaceutical research.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG ACV BIOTECHNOLOGIES CO LTD,Information not readily available,"Shandong, China",Focuses on biotechnology and related product development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG AIDA MEDICAL PROD CO LTD,Information not readily available,"Shandong, China",Specializes in medical product manufacturing and distribution.,Information not readily available,Medical Products,No,Yes,No,No
SHANDONG ANIMAL DISEASE CONTROL,Information not readily available,"Shandong, China",Focuses on animal disease control and prevention.,Information not readily available,Animal Health,Yes,No,No,No
SHANDONG BINZHOU ANIMAL SCI & VETERINARY,Information not readily available,"Shandong, China",Specializes in animal science and veterinary services.,Information not readily available,Veterinary Services,No,Yes,No,No
SHANDONG BOAN BIOTECHNOLOGY CO LTD,Information not readily available,"Shandong, China",Engages in biotechnology research and product development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG BOSIYUAN BIOTECHNOLOGY CO LTD,Information not readily available,"Shandong, China",Specializes in biotechnology and related research.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG BUCHANG PHARM CO LTD,buchangpharm.com,"Shandong, China",Focuses on pharmaceutical manufacturing and development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANDONG CENT DISEASE CONTROL & PREVENTI,Information not readily available,"Shandong, China",Engages in disease control and prevention research.,Information not readily available,Public Health,Yes,No,No,No
SHANDONG COMPUTER SCI CENT,Information not readily available,"Shandong, China",Focuses on computer science research and development.,Information not readily available,Computer Science,No,Yes,No,No
SHANDONG DISHANG CORP UNIFORM GROUP CO,Information not readily available,"Shandong, China",Specializes in manufacturing uniforms and related products.,Information not readily available,Manufacturing,No,Yes,No,No
SHANDONG DUANQUAN HEALTH TECHNOLOGY CO,Information not readily available,"Shandong, China",Focuses on health technology development and solutions.,Information not readily available,Health Technology,No,Yes,No,No
SHANDONG DYNE MARINE BIOPHARMACEUTICAL,Information not readily available,"Shandong, China",Specializes in marine biopharmaceuticals and related research.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
SHANDONG H & Z LIFE SCI CO LTD,Information not readily available,"Shandong, China",Engages in life sciences research and product development.,Information not readily available,Life Sciences,No,Yes,No,No
SHANDONG HELONG ELECTRONIC TECHNOLOGY CO,Information not readily available,"Shandong, China",Specializes in electronic technology and equipment.,Information not readily available,Electronics,No,Yes,No,No
SHANDONG HONGJITANG PHARM GROUP CO LTD,Information not readily available,"Shandong, China",Engages in pharmaceutical manufacturing and research.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANDONG JITE IND TECHNOLOGY CO LTD,Information not readily available,"Shandong, China",Focuses on industrial technology and equipment.,Information not readily available,Industrial Technology,No,Yes,No,No
SHANDONG JUNLI BIOLOGICAL MEDICINE CO,Information not readily available,"Shandong, China",Specializes in biological medicine research and production.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
SHANDONG LIFEI BIOLOGICAL IND CO LTD,Information not readily available,"Shandong, China",Focuses on biological industry and related products.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG LIRCON MEDICAL TECHNOLOGY CO,Information not readily available,"Shandong, China",Specializes in medical technology and equipment.,Information not readily available,Medical Technology,No,Yes,No,No
SHANDONG LUHUA LONGXIN BIOTECHNOLOGY CO,Information not readily available,"Shandong, China",Engages in biotechnology research and development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG MODERN CHINESE MEDICINE INST CO,Information not readily available,"Shandong, China",Focuses on modern Chinese medicine research and development.,Information not readily available,Traditional Medicine,No,Yes,No,No
SHANDONG RUIYING PIONEER PHARM CO LTD,Information not readily available,"Shandong, China",Specializes in pharmaceutical research and production.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANDONG RUNZE PHARM CO LTD,Information not readily available,"Shandong, China",Focuses on pharmaceutical development and manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANDONG RUZHI BIOMEDICAL TECHNOLOGY CO,Information not readily available,"Shandong, China",Specializes in biomedical technology and products.,Information not readily available,Biomedical Technology,No,Yes,No,No
SHANDONG SHENG DI INFORMATION TECHNOLOGY CO,Information not readily available,"Shandong, China",Engages in information technology solutions and services.,Information not readily available,Information Technology,No,Yes,No,No
SHANDONG SHENGAO MEDICAL TECHNOLOGY CO,Information not readily available,"Shandong, China",Specializes in medical technology and equipment.,Information not readily available,Medical Technology,No,Yes,No,No
SHANDONG SHIDASI BIOLOGICAL IND CO LTD,Information not readily available,"Shandong, China",Focuses on biological industry and product development.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG SHIDASI MEDICAL TECHNOLOGY CO,Information not readily available,"Shandong, China",Specializes in medical technology and related products.,Information not readily available,Medical Technology,No,Yes,No,No
SHANDONG SHIYA ASSEMBLY BUILDING ENG CO,Information not readily available,"Shandong, China",Focuses on assembly and engineering for building construction.,Information not readily available,Construction & Engineering,No,Yes,No,No
SHANDONG SIMCERE BIOPHARM CO LTD,simcere.com,"Shandong, China",Specializes in biopharmaceutical development and manufacturing.,Information not readily available,Biopharmaceuticals,No,Yes,No,No
SHANDONG TAIYOU PHARM CO LTD,Information not readily available,"Shandong, China",Engages in pharmaceutical production and development.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANDONG TEFAMAN PHARM CO LTD,Information not readily available,"Shandong, China",Specializes in pharmaceutical research and manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANDONG WANCHEN POLICE EQUIP CO LTD,Information not readily available,"Shandong, China",Focuses on manufacturing police and security equipment.,Information not readily available,Security Equipment,No,Yes,No,No
SHANDONG WEIGAO LITONG BIOLOGICAL PROD,Information not readily available,"Shandong, China",Specializes in biological products and related technologies.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG XINNUO BIOLOGY ENG CO LTD,Information not readily available,"Shandong, China",Engages in biological engineering and related applications.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG XINSHIDAI PHARM CO LTD,Information not readily available,"Shandong, China",Focuses on pharmaceutical research and manufacturing.,Information not readily available,Pharmaceuticals,No,Yes,No,No
SHANDONG YINGSHENG BIOLOGY TECHNOLOGY CO,Information not readily available,"Shandong, China",Specializes in biological technology and products.,Information not readily available,Biotechnology,No,Yes,No,No
SHANDONG YUNDA MEDICAL EQUIP TECHNOLOGY CO,Information not readily available,"Shandong, China",Engages in medical equipment technology and development.,Information not readily available,Medical Equipment,No,Yes,No,No
SHANDONG ZHENGTAI XIER SPECIAL PURPOSE V,Information not readily available,"Shandong, China",Specializes in special-purpose vehicles and equipment.,Information not readily available,Automotive,No,Yes,No,No
SHANDONG ZHONGTAIDA TECHNOLOGY INCUBATIO,Information not readily available,"Shandong, China",Focuses on technology incubation and innovation support.,Information not readily available,Technology Incubation,No,Yes,No,No
SHANGAI PECHOIN BIOTECH CO LTD,Information not readily available,"Shanghai, China",Specializes in biotechnology and related products.,Information not readily available,Biotechnology,No,Yes,No,No
SHANGHAI 4BASE GENOMICS TECHNOLOGY CO,4basegenomics.com,"Shanghai, China",Focuses on genomics technology and services.,Information not readily available,Genomics,No,Yes,No,No
SHANGHAI BANGXIAN MEDICAL TECHNOLOGY CO,Information not readily available,"Shanghai, China",Specializes in medical technology and related products.,Information not readily available,Medical Technology,No,Yes,No,No
