Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic),4. SHANGHAI JIADING CENTRAL HOSPITAL,15. SHANGHAI TONGREN HOSPITAL,O ChatGPT disse,I TECHNOLOGY CO LTD
SHENZHEN BIOEASY BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China","Empresa especializada em biotecnologia, focada em diagnÃ³sticos rÃ¡pidos e soluÃ§Ãµes para a detecÃ§Ã£o de patÃ³genos e outros agentes biolÃ³gicos.",[Not Available],Biotecnologia (DiagnÃ³sticos),No,Yes,Yes,No,,,,
SHENZHEN BIOKANGTAI BIOLOGICAL PRODUCTS CO LTD,[Not Available],"Shenzhen, China","Empresa produtora de produtos biolÃ³gicos, incluindo vacinas e outros produtos de imunizaÃ§Ã£o.",[Not Available],Produtos BiolÃ³gicos,No,Yes,Yes,No,,,,
SHENZHEN BLOT BIOTECH CO LTD,[Not Available],"Shenzhen, China",Empresa de biotecnologia que desenvolve e comercializa produtos para pesquisa biolÃ³gica e diagnÃ³sticos.,[Not Available],Biotecnologia (Pesquisa e DiagnÃ³sticos),No,Yes,Yes,No,,,,
SHENZHEN BM LIFE SCIENCE CO LTD,[Not Available],"Shenzhen, China",Empresa de ciÃªncias da vida que trabalha com pesquisa e desenvolvimento de soluÃ§Ãµes inovadoras para o setor de saÃºde.,[Not Available],CiÃªncias da Vida,No,Yes,Yes,No,,,,
SHENZHEN BOKA BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China","Empresa de biotecnologia que oferece soluÃ§Ãµes inovadoras para o setor de saÃºde, incluindo pesquisa e desenvolvimento de novos produtos.",[Not Available],Biotecnologia,No,Yes,Yes,No,,,,
SHENZHEN BORUI PHARMACEUTICAL TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Empresa farmacÃªutica focada no desenvolvimento de novos medicamentos e tecnologias para o tratamento de doenÃ§as.,[Not Available],FarmacÃªutica,No,Yes,Yes,No,,,,
SHENZHEN BUAA EMERGING INDUSTRY TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China","Empresa de tecnologia emergente, possivelmente envolvida em vÃ¡rias indÃºstrias, com foco em inovaÃ§Ã£o e desenvolvimento tecnolÃ³gico.",[Not Available],Tecnologia (IndÃºstria Emergente),No,Yes,Yes,No,,,,
SHENZHEN CELL INSPIRE PHARM DEV CO LTD,[Not Available],"Shenzhen, China","Focuses on pharmaceutical development, particularly involving cell-based therapies and innovations.",[Not Available],Pharmaceuticals (Cell-Based Therapies),No,Yes,Yes,No,,,,
SHENZHEN CELL VALLEY BIOMEDICAL CO LTD,[Not Available],"Shenzhen, China","Engaged in biomedical research and development, focusing on cell-based technologies and products.",[Not Available],Biomedical Technology,No,Yes,Yes,No,,,,
SHENZHEN CENT DISEASE CONTROL & PREVENTION,[Not Available],"Shenzhen, China",A center for disease control and prevention focusing on public health and disease management.,[Not Available],Public Health,Yes,No,Yes,No,,,,
SHENZHEN CHAOKANG PHARM CO LTD,[Not Available],"Shenzhen, China",Specializes in pharmaceutical products and development.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN CHAOWEI PARTICLE INDUSTRY CO LTD,[Not Available],"Shenzhen, China","Engaged in the particle industry, including the development and manufacturing of",[Not Available],Gas Equipment,No,Yes,No,No,,,,
SHENZHEN EMSON GAS EQUIP CO LTD,[Not Available],"Shenzhen, China",Specializes in the development and manufacturing of gas equipment.,[Not Available],Therapeutics,No,Yes,Yes,No,,,,
SHENZHEN EVERGREEN THERAPEUTICS CO LTD,[Not Available],"Shenzhen, China","Focuses on developing and manufacturing therapeutics, possibly with a focus on innovative treatments.",[Not Available],Precision Medicine,No,Yes,Yes,No,,,,
SHENZHEN FOLLOWING PRECISION MEDICINE,[Not Available],"Shenzhen, China","Engaged in precision medicine, which involves targeted and personalized medical treatments.",[Not Available],Biological Technology,No,Yes,Yes,No,,,,
SHENZHEN FUSHAN BIOLOGICAL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Focuses on biological technologies and innovations.,[Not Available],Pathogen Detection,No,Yes,Yes,No,,,,
SHENZHEN FUTIAN GEWU ZHIKANG PATHOGEN,[Not Available],"Shenzhen, China",Specializes in pathogen detection and related technologies.,[Not Available],Healthcare,Yes,No,No,Yes,,,,
SHENZHEN FUTIAN SECOND PEOPLE HOSPITAL,[Not Available],"Shenzhen, China",Provides general medical and healthcare services.,[Not Available],Medical Technology,No,Yes,Yes,No,,,,
SHENZHEN GANGZHU MEDICAL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Specializes in medical technology development and solutions.,[Not Available],Biosciences,No,Yes,Yes,No,,,,
SHENZHEN GENEMIND BIOSCIENCES CO LTD,[Not Available],"Shenzhen, China",Focuses on biosciences with an emphasis on genetic research and applications.,[Not Available],Biomedical Research,No,No,Yes,No,,,,
SHENZHEN GENERA BIOMEDICAL TRANSFORMATION RES INST,[Not Available],"Shenzhen, China",Engaged in biomedical research and the translation of scientific innovations into practical applications.,[Not Available],Biotechnology Services,No,Yes,Yes,No,,,,
SHENZHEN GENIUS BIOTECH SERVICES CO LTD,[Not Available],"Shenzhen, China","Provides biotechnology services and solutions, likely including research and development.",[Not Available],Geriatrics,No,No,Yes,No,,,,
SHENZHEN GERIATRICS INST,[Not Available],"Shenzhen, China",Focuses on research and services related to geriatrics and elderly care.,[Not Available],Gerontology,No,No,Yes,No,,,,
SHENZHEN GERONTOLOGY INST,[Not Available],"Shenzhen, China",Specializes in gerontology research and elderly health.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN GINO BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in biotechnology research and product development.,[Not Available],Geriatrics,No,No,Yes,No,,,,
SHENZHEN GRATRICS INST,[Not Available],"Shenzhen, China",Likely focused on geriatrics or related fields (assuming Gratrics is a typographical error for Geriatrics).,[Not Available],Electronics,No,Yes,No,No,,,,
SHENZHEN GUANGMAI ELECTRONICS CO LTD,[Not Available],"Shenzhen, China",Specializes in electronics and electronic equipment.,[Not Available],Life Science Technology,No,Yes,Yes,No,,,,
SHENZHEN H & Z LIFE SCI TECHNOLOGY CO,[Not Available],"Shenzhen, China",Focuses on life science technology and related research and development.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN HAIBIN PHARM CO LTD,[Not Available],"Shenzhen, China","Engaged in the pharmaceutical industry, developing and manufacturing drugs.",[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN HAIBO BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology and related services.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN HAIBOWEI PHARM CO LTD,[Not Available],"Shenzhen, China",Focuses on pharmaceutical products and innovations.,[Not Available],Equipment Technology,No,Yes,No,No,,,,
SHENZHEN HAICHENG EQUIP TECHNOLOGY CO,[Not Available],"Shenzhen, China",Engaged in developing and manufacturing equipment technology.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN HAINALONG TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in technology development and manufacturing.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN HAIWEI BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology research and development.,[Not Available],Medical Laboratory,No,Yes,No,No,,,,
SHENZHEN HAMONY HEALTH MEDICAL LAB,[Not Available],"Shenzhen, China",Provides medical testing and laboratory services.,[Not Available],Industrial Technology,No,Yes,No,No,,,,
SHENZHEN HANYUE IND CO LTD,[Not Available],"Shenzhen, China",Engaged in industrial technology and solutions.,[Not Available],Medical Laboratory,No,Yes,No,No,,,,
SHENZHEN HAPLOX MED LAB,[Not Available],"Shenzhen, China","Specializes in medical laboratory services, likely focusing on genetic and molecular diagnostics.",[Not Available],Biomedical Technology,No,Yes,Yes,No,,,,
SHENZHEN HEALTHBLESS BIOMEDICAL TECHNOLO,[Not Available],"Shenzhen, China",Focuses on biomedical technology and health-related innovations.,[Not Available],Medical Inspection,No,Yes,No,No,,,,
SHENZHEN HEZI HUAXI MEDICAL INSPECTION,[Not Available],"Shenzhen, China",Provides medical inspection and diagnostic services.,[Not Available],Cleanroom Technology,No,Yes,No,No,,,,
SHENZHEN HI-TECH KINGSUN CLEANROOM CO,[Not Available],"Shenzhen, China",Specializes in cleanroom technology and solutions.,[Not Available],Medical Equipment,No,Yes,Yes,No,,,,
SHENZHEN HIGH PERFORMANCE MEDICAL EQUIP,[Not Available],"Shenzhen, China",Focuses on high-performance medical equipment and technology.,[Not Available],Biopharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN HIGHTIDE BIOPHARMACEUTICAL LTD,[Not Available],"Shenzhen, China",Specializes in biopharmaceuticals and related technologies.,[Not Available],Diagnostic Technology,No,Yes,Yes,No,,,,
SHENZHEN HONGMED-INFAGEN DIAGNOSTIC TECH,[Not Available],"Shenzhen, China",Engaged in diagnostic technologies and services.,[Not Available],Depuration Facilities,No,Yes,No,No,,,,
SHENZHEN HONGRIJIA DEPURATE FACILITY SCI,[Not Available],"Shenzhen, China",Focuses on depuration facilities and related scientific research.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN HORNETCORN BIO-TECHNOLOGY CO,[Not Available],"Shenzhen, China",Specializes in biotechnology and related technologies.,[Not Available],Traditional Chinese Medicine,Yes,No,No,Yes,,,,
SHENZHEN HOSPITAL TRADITIONAL CHINESE,[Not Available],"Shenzhen, China",Provides traditional Chinese medical services.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN HOUPU BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on biotechnology innovations and solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN HOUSHENG BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology research and development.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN HUACHENYANG TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in technology development and industrial applications.,[Not Available],Bio-Intelligence Technology,No,Yes,Yes,No,,,,
SHENZHEN HUAJIA BIO-INTEL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Specializes in bio-intelligence and related technologies.,[Not Available],Biological Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN HUAYAO KANGMING BIOLOGICAL PHARM CO LTD,[Not Available],"Shenzhen, China",Focuses on biological pharmaceuticals and related innovations.,[Not Available],Electronics,No,Yes,No,No,,,,
SHENZHEN HUAYI ELECTRONICS IND CO LTD,[Not Available],"Shenzhen, China",Engaged in electronics manufacturing and industrial solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN HUIAN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology research and development.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SHENZHEN HUIXIN MEDICAL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Engaged in medical technology and innovation.,[Not Available],Gene Technology,No,Yes,Yes,No,,,,
SHENZHEN HYK GENE TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on gene technology and related solutions.,[Not Available],Immunotherapy,No,Yes,Yes,No,,,,
SHENZHEN IMMUNOTHERAPY BIOTECH CO LTD,[Not Available],"Shenzhen, China",Specializes in immunotherapy and related biotechnology.,[Not Available],Immunotechnology,No,Yes,Yes,No,,,,
SHENZHEN INNOVATION IMMUNOTECHNOLOGY CO,[Not Available],"Shenzhen, China",Engaged in innovative immunotechnology research.,[Not Available],Translational Medicine,No,Yes,Yes,No,,,,
SHENZHEN INNOVATION TRANSLATIONAL MEDICI,[Not Available],"Shenzhen, China",Focuses on translational medicine and research.,[Not Available],Medicine Technology,No,Yes,Yes,No,,,,
SHENZHEN INNOVATIVE MEDICINE TECHNOLOGY CO,[Not Available],"Shenzhen, China",Specializes in innovative medicine technologies.,[Not Available],Advanced Technology,Yes,No,Yes,No,,,,
SHENZHEN INST ADVANCED TECHNOLOGY,[Not Available],"Shenzhen, China",Research institution focused on advanced technology.,[Not Available],Terahertz Technology,Yes,No,Yes,No,,,,
SHENZHEN INST TERAHERTZ TECHNOLOGY & INN,[Not Available],"Shenzhen, China",Focuses on terahertz technology and innovation.,[Not Available],Biomedical Research,No,Yes,Yes,No,,,,
SHENZHEN INT BIOMEDICAL RES INST,[Not Available],"Shenzhen, China",Engaged in biomedical research and development.,[Not Available],Life Technology,No,Yes,Yes,No,,,,
SHENZHEN IVDER LIFE TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in life science technologies and solutions.,[Not Available],Bioengineering,No,Yes,Yes,No,,,,
SHENZHEN JASON INTELLIGENT BIOENG LTD,[Not Available],"Shenzhen, China",Focuses on intelligent bioengineering solutions.,[Not Available],Industrial Technology,No,Yes,No,No,,,,
SHENZHEN JIAHONGSHUN IND CO LTD,[Not Available],"Shenzhen, China",Engaged in industrial technology and manufacturing.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN JIAXIN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology and life sciences.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SHENZHEN JINGCHENG MEDICAL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Provides medical technology solutions and innovations.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SHENZHEN JINGCHENG MEDICAL TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China","Similar to the previous entry, specializes in medical technology.",[Not Available],Automation,No,Yes,No,No,,,,
SHENZHEN JINGSHI AUTOMATION CO LTD,[Not Available],"Shenzhen, China",Specializes in automation and industrial technology.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN JINLIN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in biotechnology research and development.,[Not Available],Electronics,No,Yes,No,No,,,,
SHENZHEN JINPAT ELECTRONICS CO LTD,[Not Available],"Shenzhen, China",Specializes in electronics and related technologies.,[Not Available],Biomedical and Pharmaceutical Technology,No,Yes,Yes,No,,,,
SHENZHEN JINTAI BIOMED-PHARM TECHNOLOGY,[Not Available],"Shenzhen, China",Focuses on biomedical and pharmaceutical technology.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SHENZHEN JINTAI MEDICAL TECHNOLOGY PARTNERSHIP,[Not Available],"Shenzhen, China",Specializes in medical technology and related partnerships.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN JINUOYIN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in biotechnology research and development.,[Not Available],Laboratory Equipment,No,Yes,No,No,,,,
SHENZHEN JOTILO LAB EQUIP CO LTD,[Not Available],"Shenzhen, China",Specializes in laboratory equipment and related solutions.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SHENZHEN JUDING MEDICAL CO LTD,[Not Available],"Shenzhen, China",Provides medical technology and equipment.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN JUNYUAN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engages in biotechnology research and product development.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN JVT TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in technology solutions and innovations.,[Not Available],Pharmaceutical Technology,No,Yes,Yes,No,,,,
SHENZHEN KANGJUZHENG PHARM TECHNOLOGY CO,[Not Available],"Shenzhen, China",Focuses on pharmaceutical technology and development.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN KANGMEI BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology and related fields.,[Not Available],Pharmaceutical,No,Yes,No,No,,,,
SHENZHEN KEXING PHARM CO LTD,[Not Available],"Shenzhen, China",Provides pharmaceutical products and solutions.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SHENZHEN KEYA MEDICAL TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on medical technology and equipment.,[Not Available],Biomedical Engineering,No,Yes,Yes,No,,,,
SHENZHEN KINGFOCUS BIOMEDICAL ENG CO LTD,[Not Available],"Shenzhen, China",Specializes in biomedical engineering solutions.,[Not Available],Laboratory Technology,No,Yes,No,No,,,,
SHENZHEN LABNOVATION TECHNOLOGY IND CO,[Not Available],"Shenzhen, China",Engaged in innovative laboratory technology.,[Not Available],Biological Engineering,No,Yes,Yes,No,,,,
SHENZHEN LANDWIND BIOLOGICAL ENG CO LTD,[Not Available],"Shenzhen, China",Focuses on biological engineering solutions.,[Not Available],LED Technology,No,Yes,No,No,,,,
SHENZHEN LANGAN LED TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in LED technology and applications.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN LEZHENG TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on technology solutions and development.,[Not Available],Life Sciences Technology,No,Yes,Yes,No,,,,
SHENZHEN LIFOTRONIC TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in advanced technology for life sciences.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN LINGWEI TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in technology and engineering solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN LIYUNDE BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on biotechnology and related research.,[Not Available],Healthcare,No,No,No,Yes,,,,
SHENZHEN LUOHU HOSPITAL GROUP,[Not Available],"Shenzhen, China",A hospital group providing medical services.,[Not Available],Translational Medicine,No,Yes,Yes,No,,,,
SHENZHEN LUOZIMAN INT TRANSLATIONAL MEDI,[Not Available],"Shenzhen, China",Specializes in translational medicine and related research.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN LUWEI BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engages in biotechnology research and product development.,[Not Available],Biotechnology and Environmental Protection,No,Yes,Yes,No,,,,
SHENZHEN LVSHIYUAN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on biotechnology and environmental protection technologies.,[Not Available],Investment and Technology,No,Yes,No,No,,,,
SHENZHEN MAJOR IND INVESTMENT CHINA COMMUNICATION TECHN,[Not Available],"Shenzhen, China",Focuses on investment in major industrial and communication technologies.,[Not Available],Healthcare,No,No,No,Yes,,,,
SHENZHEN MATERNITY & CHILD HEALTHCARE HO,[Not Available],"Shenzhen, China",Provides maternity and child healthcare services.,[Not Available],Biomedical Technology,No,Yes,No,No,,,,
SHENZHEN MEDCAPTAIN BIOMEDICAL TECHNOLOGY,[Not Available],"Shenzhen, China",Specializes in biomedical technology and equipment.,[Not Available],Medical Packaging,No,Yes,No,No,,,,
SHENZHEN MEDICOM PACKAGING TECHNOLOGY CO,[Not Available],"Shenzhen, China",Engaged in medical packaging technology and solutions.,[Not Available],Medical Technology,No,Yes,No,No,,,,
SHENZHEN MEDSOON MEDICAL TECHNOLOGY CO,[Not Available],"Shenzhen, China",Provides medical technology solutions and products.,[Not Available],Biotechnology and Technology,No,Yes,Yes,No,,,,
SHENZHEN MGI TECH CO LTD,[Not Available],"Shenzhen, China",Specializes in technology and innovation in the biomedical field.,[Not Available],Biological Technology,No,Yes,Yes,No,,,,
SHENZHEN MICROPROFIT BIOLOGY TECHNOLOGY,[Not Available],"Shenzhen, China",Focuses on biological technology and innovation.,[Not Available],Medical Electronics,No,Yes,No,No,,,,
SHENZHEN MINDRAY BIO MEDICAL ELECTRONICS,[Not Available],"Shenzhen, China",Specializes in medical electronics and biomedical technology.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN MINGDE BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in biotechnology research and development.,[Not Available],Intelligent Network Technology,No,Yes,No,No,,,,
SHENZHEN MIRACLE INTELLIGENT NETWORK CO,[Not Available],"Shenzhen, China",Focuses on intelligent network technologies and solutions.,[Not Available],Science and Technology,No,Yes,Yes,No,,,,
SHENZHEN NAN MEN SCI & TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in scientific and technological innovations.,[Not Available],Clinical Medical Research,No,No,Yes,No,,,,
SHENZHEN NAT CLINICAL MEDICAL RES CENT,[Not Available],"Shenzhen, China",Engages in clinical medical research.,[Not Available],Energy and Environmental Technology,No,Yes,No,No,,,,
SHENZHEN NENGHUAN TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on energy and environmental technology.,[Not Available],Pharmaceutical Technology,No,Yes,Yes,No,,,,
SHENZHEN NEPTUNUS PHARM TECHNOLOGY RES,[Not Available],"Shenzhen, China",Engages in pharmaceutical technology research.,[Not Available],Biomedical Engineering,No,Yes,Yes,No,,,,
SHENZHEN NEW IND BIOMEDICAL ENG CO LTD,[Not Available],"Shenzhen, China",Specializes in biomedical engineering and innovations.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN NYCRIST TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on technology development and innovation.,[Not Available],Environmental Protection,No,Yes,No,No,,,,
SHENZHEN ODEER ENVIRONMENTAL PROTECTION,[Not Available],"Shenzhen, China",Specializes in environmental protection technologies and solutions.,[Not Available],Healthcare,No,No,No,Yes,,,,
SHENZHEN PEOPLES HOSPITAL,[Not Available],"Shenzhen, China",Provides comprehensive medical services and care.,[Not Available],Biotechnology and Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN PREGENE BIOLOGICAL PHARM CO LTD,[Not Available],"Shenzhen, China",Specializes in biological pharmaceuticals and biotechnology.,[Not Available],Life Technology,No,Yes,No,No,,,,
SHENZHEN PUFEIKE LIFE TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on life technology and innovations.,[Not Available],Biotechnology and Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN PURUIKANG BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in biotechnology and pharmaceutical products.,[Not Available],Research and Development,No,Yes,Yes,No,,,,
SHENZHEN QIANHAI BOYANG RES INST CO LTD,[Not Available],"Shenzhen, China",Focuses on research and development in various technological fields.,[Not Available],Technology Transfer,No,Yes,No,No,,,,
SHENZHEN QIANHAI NOBEL LAUREATES TECHNOLOGY TRANSFER CO LTD,[Not Available],"Shenzhen, China",Specializes in technology transfer and innovation involving Nobel laureates.,[Not Available],Scientific Research,No,No,Yes,No,,,,
SHENZHEN QIANHAI NOBEL PRIZE SCIENTIST,[Not Available],"Shenzhen, China",Focuses on scientific advancements and innovations.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN QIYU BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology research and development.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN REAGEN TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on technology solutions and innovations.,[Not Available],Biological Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN RESPROLY BIO-PHARM CO LTD,[Not Available],"Shenzhen, China",Engages in biological pharmaceuticals and related technologies.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN RHEGEN BIOTECHNOLOGY CO,[Not Available],"Shenzhen, China",Specializes in biotechnology and biomedical research.,[Not Available],Electronic Technology,No,Yes,No,No,,,,
SHENZHEN RIBO ELECTRONIC TECHNOLOGY CO,[Not Available],"Shenzhen, China",Focuses on electronic technology and innovations.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN RUIJI BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engaged in biotechnology research and product development.,[Not Available],Intelligent Medical Technology,No,Yes,No,No,,,,
SHENZHEN RUIXIN INTELLIGENT MEDICAL TECH,[Not Available],"Shenzhen, China",Focuses on intelligent medical technology and solutions.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN SALUBRIS PHARM CO LTD,[Not Available],"Shenzhen, China",Specializes in pharmaceutical products and research.,[Not Available],Healthcare,No,Yes,No,Yes,,,,
SHENZHEN SAMII MEDICAL CENT,[Not Available],"Shenzhen, China",Provides medical services and healthcare solutions.,[Not Available],Health Management,No,Yes,No,No,,,,
SHENZHEN SANHE JIUZHEN HEALTH MANAGEMENT CO LTD,[Not Available],"Shenzhen, China",Focuses on health management and services.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN SCIARRAY BIOTECH CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology and scientific research.,[Not Available],Healthcare,No,No,No,Yes,,,,
SHENZHEN SECOND PEOPLES HOSPITAL,[Not Available],"Shenzhen, China",Provides comprehensive medical care and services.,[Not Available],Technology,No,Yes,No,No,,,,
SHENZHEN SHANLIANG TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Focuses on technological innovations and solutions.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN SHENXIN BIOTECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in biotechnology and pharmaceutical development.,[Not Available],Electrical Appliances,No,Yes,No,No,,,,
SHENZHEN SHUNHE ELECTRICAL APPLIANCE TEC,[Not Available],"Shenzhen, China",Specializes in electrical appliances and related technologies.,[Not Available],Biotechnology,No,Yes,Yes,No,,,,
SHENZHEN SINGUWAY BIOTECH INC,[Not Available],"Shenzhen, China",Engages in biotechnology research and development.,[Not Available],Biotechnology and Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN SION-SWED TONGKANG BIOLOGICAL,[Not Available],"Shenzhen, China",Focuses on biological and pharmaceutical innovations.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN SMALL MOLECULE NEW DRUG INNOVATION CENT CO LTD,[Not Available],"Shenzhen, China",Focuses on the innovation and development of small molecule drugs.,[Not Available],Information Technology,No,Yes,No,No,,,,
SHENZHEN SOFT FRAMER INFORMATION TECHNOL,[Not Available],"Shenzhen, China",Specializes in information technology and software solutions.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN TAIHETANG PHARM,[Not Available],"Shenzhen, China",Engaged in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN TAITAI PHARM IND CO LTD,[Not Available],"Shenzhen, China",Focuses on pharmaceutical industry products and innovations.,[Not Available],Pharmaceuticals,No,Yes,Yes,No,,,,
SHENZHEN TANYUN ZHITAI PHARM TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Specializes in pharmaceutical technology and development.,[Not Available],Healthcare,No,No,No,Yes,,,,
SHENZHEN THIRD PEOPLES HOSPITAL,[Not Available],"Shenzhen, China",Provides comprehensive medical and healthcare services.,[Not Available],Medical Laboratory Services,No,Yes,Yes,No,,,,
SHENZHEN UNI-MEDICA LAB,[Not Available],"Shenzhen, China",Focuses on medical laboratory services and research.,[Not Available],Medical Technology,No,Yes,Yes,No,,,,
SHENZHEN UNI-MEDICA TECHNOLOGY CO LTD,[Not Available],"Shenzhen, China",Engages in medical technology and related innovations.,[Not Available],Urban Planning,No,Yes,No,No,,,,
SHENZHEN URBAN TRANSPORT PLANNING & DESI,[Not Available],"Shenzhen, China",Specializes in urban transport planning and design.,[Not Available],Medical Technology,No,Yes,Yes,No,,,,
SHENZHEN VISION MEDICALS TECHNOLOGY CO,[Not Available],"Shenzhen, China",Focuses on medical technology solutions and innovations.,[Not Available],Investment,No,Yes,No,No,,,,
