Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a private company,Is a research institution,Is a medical center (e.g. hospital or clinic)
SINOMA ENERGY CONSERVATION WUHAN CO LTD,[Not Available],"Wuhan, China",Provides energy conservation solutions and technologies.,[Not Available],Energy Conservation,No,Yes,No,No
SINOP BILIM & SANAT MERKEZI,[Not Available],[Not Available],Focuses on scientific research and technology development.,[Not Available],Research and Development,No,Yes,No,No
SINOPEC BEIJING RES INST CHEM IND,[Not Available],"Beijing, China",Engages in chemical industry research and development.,[Not Available],Chemical Industry Research,Yes,No,Yes,No
SINOPHARM GROUP,https://www.sinopharm.com,"Beijing, China",Specializes in pharmaceutical distribution and research.,[Not Available],Pharmaceuticals,No,Yes,No,No
SINOVAC BIOTECH LTD,https://www.sinovac.com,"Beijing, China",Engages in the research and development of vaccines.,[Not Available],"Biotech, Vaccines",No,Yes,No,No
SINOVAC RES & DEV CO LTD,[Not Available],[Not Available],Specializes in research and development for vaccines.,[Not Available],Vaccine R&D,No,Yes,No,No
SINTX TECHNOLOGIES INC,https://www.sintx.com,"Utah, USA",Focuses on advanced ceramic materials and applications.,[Not Available],Materials Science,No,Yes,No,No
SIREN CENT SIBERIAN RES INST MEDICAL,[Not Available],[Not Available],Engages in medical research and development.,[Not Available],Medical Research,Yes,No,Yes,No
SIRNAGEN THERAPEUTICS CORP,https://www.sirnagen.com,[Not Available],Develops therapeutic solutions focusing on RNA-based therapies.,[Not Available],Therapeutics,No,Yes,No,No
SIRNAOMICS INC,https://www.sirnaomics.com,"Maryland, USA",Focuses on RNA-based therapeutics and drug development.,[Not Available],"Biotechnology, RNA Therapeutics",No,Yes,No,No
SIS SHULOV INNOVATIVE SCI LTD,[Not Available],[Not Available],Specializes in innovative scientific research and development.,[Not Available],Research and Development,No,Yes,No,No
SISAF LTD,[Not Available],[Not Available],Focuses on advanced materials and nanotechnology.,[Not Available],"Materials Science, Nanotechnology",No,Yes,No,No
SISTEMA-BIOTECH CO LTD,[Not Available],[Not Available],Specializes in biotechnological solutions and products.,[Not Available],Biotechnology,No,Yes,No,No
SITOKINE LTD,[Not Available],[Not Available],Engages in research and development of cytokine-related therapies.,[Not Available],Biotechnology,No,Yes,No,No
SIVEC BIOTECHNOLOGIES LLC,[Not Available],[Not Available],Focuses on biotechnology research and product development.,[Not Available],Biotechnology,No,Yes,No,No
SIWA CORP,[Not Available],[Not Available],Engages in various technological and industrial developments.,[Not Available],Technology,No,Yes,No,No
SK BIOSCIENCE CO LTD,https://www.skbioscience.co.kr,South Korea,Specializes in vaccine development and biotechnology.,[Not Available],"Biotechnology, Vaccines",No,Yes,No,No
SK TELECOM CO LTD,https://www.sktelecom.com,South Korea,Provides telecommunications and information services.,[Not Available],Telecommunications,No,Yes,No,No
SKILLCELL,[Not Available],[Not Available],Focuses on cell-based technologies and applications.,[Not Available],"Biotechnology, Cell Technology",No,Yes,No,No
SKLIFOSOVSKY MOSC EMERGENCY MEDICINE RES,[Not Available],"Moscow, Russia",Specializes in emergency medicine research and development.,[Not Available],Emergency Medicine Research,Yes,No,Yes,No
SKYLOTEC GMBH,https://www.skylotec.com,Germany,Provides safety and fall protection equipment.,[Not Available],Safety Equipment,No,Yes,No,No
SKYMOUNT MEDICAL US INC,[Not Available],[Not Available],Engages in medical device and technology development.,[Not Available],Medical Devices,No,Yes,No,No
SL VAXIGEN INC,[Not Available],[Not Available],Specializes in vaccine development and research.,[Not Available],Vaccines,No,Yes,No,No
SLA PHARMA AG,[Not Available],[Not Available],Engages in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,Yes
SLOAN KETTERING CANCER CENT,https://www.mskcc.org,"New York, USA",A leading cancer treatment and research institution.,[Not Available],Medical Center,No,No,Yes,No
SMAGEN CO LTD,[Not Available],[Not Available],Specializes in biotechnology and life sciences.,[Not Available],"Biotechnology, Life Sciences",No,Yes,No,No
SMALL INNOVATIVE ENTERPRISE PDSTP LLC,[Not Available],[Not Available],Focuses on innovative technology and enterprise development.,[Not Available],Technology Innovation,No,Yes,No,No
SMART ENGINES SERVICE LLC,[Not Available],[Not Available],Provides intelligent engine and data solutions.,[Not Available],"Technology, Data Solutions",No,Yes,No,No
SMART HUMAN DYNAMICS INC,[Not Available],[Not Available],Engages in human-centered technology and dynamic solutions.,[Not Available],Technology,No,Yes,No,No
SMART INK TECHNOLOGY CORP,[Not Available],[Not Available],Specializes in advanced ink and printing technologies.,[Not Available],Printing Technologies,No,Yes,No,No
SMART SAFETY CO LTD,[Not Available],[Not Available],Focuses on safety technologies and solutions.,[Not Available],Safety Technologies,No,Yes,No,No
SMART SEPARATIONS PORTUGAL UNIPESSOAL,[Not Available],Portugal,Specializes in separation technologies and solutions.,[Not Available],Separation Technologies,No,Yes,No,No
SMART TESTING LLC,[Not Available],[Not Available],Engages in testing and quality assurance technologies.,[Not Available],Testing & Quality Assurance,No,Yes,No,No
SMARTECH CO LTD,[Not Available],[Not Available],Provides smart technology solutions and products.,[Not Available],Smart Technologies,No,Yes,No,No
SMARTI ENVIRONMENTAL LTD,[Not Available],[Not Available],Specializes in environmental technology and solutions.,[Not Available],Environmental Technologies,No,Yes,No,No
SMARTSTRAW INDIA PRIVATE LTD,[Not Available],India,Specializes in advanced straw technologies and solutions.,[Not Available],Environmental Technologies,No,Yes,No,No
SMITH & NEPHEW INC,https://www.smith-nephew.com,"London, UK",Provides medical devices and advanced wound care products.,1856,Medical Devices,No,No,No,No
SMORODINTSEV INFLUENZA RES INST,[Not Available],[Not Available],Engages in influenza research and development.,[Not Available],Medical Research,Yes,No,Yes,No
SMSBIOTECH INC,[Not Available],[Not Available],Focuses on biotechnological solutions and products.,[Not Available],Biotechnology,No,Yes,No,No
SNF GROUP,https://www.snfgroup.com,France,Specializes in water treatment and polymer solutions.,1978,"Water Treatment, Polymers",No,Yes,No,No
SNF SA,https://www.snfgroup.com,France,Engages in water treatment and polymer research.,[Not Available],"Water Treatment, Polymers",No,Yes,No,No
SNOWCART LLC,[Not Available],[Not Available],Focuses on innovative cart solutions for various applications.,[Not Available],Technology,No,Yes,No,No
SNU R & DB FOUND,[Not Available],[Not Available],Engages in research and development funding and support.,[Not Available],Research and Development,No,No,Yes,No
SOC PROD NESTLE SA,https://www.nestle.com,Switzerland,Engages in food and beverage production and research.,1867,Food & Beverages,No,No,No,No
SOC PRODN PHARM & DHYGIENE,[Not Available],[Not Available],Specializes in pharmaceutical and hygiene product production.,[Not Available],"Pharmaceuticals, Hygiene Products",No,Yes,No,No
SOCIAL MEDICAL CORP MATSUNAMI RES PARK,[Not Available],[Not Available],Focuses on medical research and community health solutions.,[Not Available],"Medical Research, Community Health",No,Yes,Yes,No
SOCIAL SOLUTIONS RES ASSOC,[Not Available],[Not Available],Provides research and solutions for social issues.,[Not Available],Social Research,No,Yes,Yes,No
SOCIAL STICK LLC,[Not Available],[Not Available],Engages in technology solutions for social media and networking.,[Not Available],"Technology, Social Media",No,Yes,No,No
SOCO INT LLC,[Not Available],[Not Available],Provides international technology and business solutions.,[Not Available],"Technology, Business Solutions",No,Yes,No,No
SOCPRA SCI & GENIE SEC,[Not Available],[Not Available],Engages in scientific and engineering research and development.,[Not Available],"Scientific Research, Engineering",No,Yes,Yes,No
SOCPRA SOC COMMERCIALISATION PROD RECH,[Not Available],[Not Available],Focuses on commercialization of research products.,[Not Available],Research Commercialization,No,Yes,No,No
SODASTREAM IND LTD,https://www.sodastream.com,Israel,Specializes in home carbonation systems.,1903,Consumer Products,No,Yes,No,No
SODHIFFERENT INNOVATIONS PRIVATE LTD,[Not Available],[Not Available],Focuses on innovative solutions in various sectors.,[Not Available],Technology Innovation,No,Yes,No,No
SOEKE BILIM & SANAT MERKEZI,[Not Available],[Not Available],Engages in scientific research and technological development.,[Not Available],Research and Development,No,Yes,No,No
SOFAR SPA,https://www.sofar.com,Italy,Specializes in pharmaceutical and healthcare products.,1946,Pharmaceuticals,No,Yes,No,No
SOFTBOX SYSTEMS LTD,https://www.softboxsystems.com,UK,Provides temperature-controlled packaging solutions.,2001,Packaging Solutions,No,Yes,No,No
SOFTHALE NV,[Not Available],[Not Available],Engages in software and technology solutions.,[Not Available],"Software, Technology",No,Yes,No,No
SOFTWARE CONVERGENCE INST CO LTD,[Not Available],[Not Available],Provides software and convergence technology solutions.,[Not Available],"Software, Technology",No,Yes,No,No
SOLABIA BIOTECNOLOGICA LTDA,https://www.solabia.com,Brazil,Specializes in biotechnological products and services.,[Not Available],Biotechnology,No,Yes,No,No
SOLAIRE INITIATIVE PRIVATE LTD,[Not Available],[Not Available],Focuses on solar energy and related technologies.,[Not Available],Solar Energy,No,Yes,No,No
SOLAR GRANTS BIOTECHNOLOGY INC,[Not Available],[Not Available],Engages in biotechnology and grants for solar energy.,[Not Available],"Biotechnology, Solar Energy",No,Yes,No,No
SOLAR-HEART INC,[Not Available],[Not Available],Specializes in solar energy solutions and cardiovascular health technologies.,[Not Available],"Solar Energy, Health Technologies",No,Yes,No,No
SOLETLUNA HOLDINGS INC,[Not Available],[Not Available],Engages in various investments and technology ventures.,[Not Available],"Investments, Technology",No,Yes,No,No
SOLIGENIX INC,https://www.soligenix.com,USA,Focuses on developing therapies for rare diseases.,2001,Biopharmaceuticals,No,Yes,No,No
SOLIOS DIAGNOSTICS GMBH,[Not Available],[Not Available],Provides diagnostic solutions and services.,[Not Available],Diagnostics,No,Yes,No,No
SOLMIC BIOTECH GMBH,[Not Available],[Not Available],Engages in biotechnological research and development.,[Not Available],Biotechnology,No,Yes,No,No
SOLMITRA POWER & STEEL PRIVATE LTD,[Not Available],[Not Available],Focuses on power and steel industries.,[Not Available],"Power, Steel",No,Yes,No,No
SOLSTAR PHARMA INC,[Not Available],[Not Available],Specializes in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
SOLTI CORP,[Not Available],[Not Available],Engages in various technology and industrial solutions.,[Not Available],"Technology, Industry",No,Yes,No,No
SOLUTEX GC SL,[Not Available],[Not Available],Provides textile solutions and technologies.,[Not Available],Textiles,No,Yes,No,No
SOLVAMED GMBH,[Not Available],[Not Available],Focuses on medical solutions and technologies.,[Not Available],Medical Technologies,No,Yes,No,No
SOLYPLUS GMBH,[Not Available],[Not Available],Specializes in polymer and biotechnology solutions.,[Not Available],"Biotechnology, Polymers",No,Yes,No,No
SOM INNOVATION BIOTECH SA,[Not Available],[Not Available],Engages in biotechnology innovation and research.,[Not Available],Biotechnology,No,Yes,No,No
SOMALOGIC OPERATING CO INC,https://www.somalogic.com,USA,Focuses on proteomics and diagnostic solutions.,2000,"Biotechnology, Diagnostics",No,Yes,No,No
SOMAPROBES SL,[Not Available],[Not Available],Specializes in biotechnology and probe development.,[Not Available],Biotechnology,No,Yes,No,No
SOMNIO GLOBAL HOLDINGS LLC,[Not Available],[Not Available],Focuses on global investments and technology ventures.,[Not Available],"Investments, Technology",No,Yes,No,Yes
SONGYANG PEOPLES HOSPITAL,[Not Available],"Songyang, China",Provides healthcare services and medical treatments.,[Not Available],Healthcare,No,No,No,No
SONIKURE HOLDINGS LTD,[Not Available],[Not Available],Engages in medical technology and solutions.,[Not Available],Medical Technology,No,Yes,No,No
SONIVIE LTD,[Not Available],[Not Available],Focuses on medical and technological innovations.,[Not Available],Medical Technology,No,Yes,No,No
SONNENSCHEIN INST INC,[Not Available],[Not Available],Specializes in scientific research and technology.,[Not Available],Scientific Research,No,Yes,Yes,No
SOPHY INC,https://www.sophyinc.com,USA,Focuses on innovative biotechnology solutions.,[Not Available],Biotechnology,No,Yes,No,No
SORICIMED BIOPHARMA INC,[Not Available],[Not Available],Engages in biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
SORRENTO THERAPEUTICS INC,https://www.sorrentotherapeutics.com,USA,Specializes in the development of therapeutics for various diseases.,2006,Biopharmaceuticals,No,Yes,No,Yes
SOSAIKOUSEIKAI CLINICAL FOUND MATSUNAMI,[Not Available],[Not Available],Focuses on clinical research and medical care.,[Not Available],"Clinical Research, Healthcare",No,No,Yes,No
SOTERIUS PTY LTD,[Not Available],[Not Available],Provides healthcare and pharmaceutical solutions.,[Not Available],"Healthcare, Pharmaceuticals",No,Yes,No,No
SOTIRA COVID LLC,[Not Available],[Not Available],Focuses on COVID-19 related solutions and research.,[Not Available],"Biotechnology, COVID-19 Solutions",No,Yes,No,No
SOTTOSTUDIOS INC,[Not Available],[Not Available],Engages in innovative technology and research solutions.,[Not Available],"Technology, Research",No,Yes,No,No
SOUND PHARM INC,[Not Available],[Not Available],Specializes in pharmaceutical research and products.,[Not Available],Pharmaceuticals,No,Yes,No,Yes
SOUSEIKAI CLINICAL FOUND MATSUNAMI,[Not Available],[Not Available],Focuses on clinical research and healthcare services.,[Not Available],"Clinical Research, Healthcare",No,No,Yes,No
SOUTH CHINA BOTANICAL GARDEN,http://www.scbg.cas.cn,"Guangzhou, China",Engages in botanical research and conservation.,[Not Available],Botanical Research,Yes,No,Yes,No
SOUTH CHINA ROBOTICS INNOVATION RES INST,[Not Available],[Not Available],Focuses on robotics research and innovation.,[Not Available],Robotics Research,No,Yes,Yes,No
SOUTH CHINA SEA INST OCEANOLOGY CHINESE,[Not Available],[Not Available],Specializes in oceanology and marine research.,[Not Available],Marine Research,Yes,No,Yes,No
SOUTH CHINA VACCINE CO LTD,[Not Available],[Not Available],Engages in vaccine research and production.,[Not Available],Vaccines,No,Yes,No,No
SOUTH SICHUAN INST TRANSLATIONAL MEDICINE,[Not Available],[Not Available],Focuses on translational medicine research.,[Not Available],Translational Medicine,No,Yes,Yes,No
SOUTHERN MARINE SCI & ENG GUANGDONG LAB,[Not Available],"Guangdong, China",Specializes in marine science and engineering research.,[Not Available],"Marine Science, Engineering",Yes,No,Yes,No
SOUTHERN RES INST,[Not Available],[Not Available],Engages in various research activities.,[Not Available],Research,No,Yes,Yes,Yes
SOUTHERN THEATER COMMAND GEN HOSPITAL,[Not Available],[Not Available],Provides healthcare and medical services.,[Not Available],Healthcare,No,No,No,No
SOUTHLAKE PHARM INC,[Not Available],[Not Available],Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
SOUTHWEST RES INST,[Not Available],[Not Available],Engages in research and development activities.,[Not Available],Research,No,Yes,Yes,No
SOUVIE BIODELIVERY LLC,[Not Available],[Not Available],Focuses on biodelivery and biotechnology solutions.,[Not Available],Biotechnology,No,Yes,No,No
SOYEON MEDICAL CO LTD,[Not Available],[Not Available],Specializes in medical devices and solutions.,[Not Available],Medical Devices,No,Yes,No,No
SPACESVORTEX LLC,[Not Available],[Not Available],Engages in space and technology innovations.,[Not Available],Space Technology,No,Yes,No,No
SPANISH NAT CENT BIOTECHNOLOGY,[Not Available],[Not Available],Focuses on biotechnology research and development.,[Not Available],Biotechnology,Yes,No,Yes,No
SPANNRIT GMBH,[Not Available],[Not Available],Specializes in various technological solutions.,[Not Available],Technology,No,Yes,No,No
SPARCE LAB LLC,[Not Available],[Not Available],Engages in laboratory research and development.,[Not Available],"Research, Laboratory Services",No,Yes,No,No
SPARK BIOPHARMA INC,[Not Available],[Not Available],Focuses on biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
SPARK THERAPEUTICS INC,https://www.sparktx.com,USA,Specializes in gene therapies and innovative treatments.,2013,"Biopharmaceuticals, Gene Therapy",No,Yes,No,No
SPARTINA BIOTECHNOLOGIES INC,[Not Available],[Not Available],Engages in biotechnological research and development.,[Not Available],Biotechnology,No,Yes,No,No
SPCM SA,[Not Available],[Not Available],Provides specialized chemical and pharmaceutical solutions.,[Not Available],"Chemicals, Pharmaceuticals",No,Yes,No,No
SPECIALLY WUHAN LIFE TECHNOLOGY CO LTD,[Not Available],"Wuhan, China",Focuses on life technology and innovation.,[Not Available],Life Technology,No,Yes,No,No
SPECIALTY DIAGNOSTIC SDI LAB INC,[Not Available],[Not Available],Specializes in diagnostic testing and services.,[Not Available],Diagnostics,No,Yes,No,No
SPECTRA SYSTEMS CORP,[Not Available],[Not Available],Provides systems and solutions for various applications.,[Not Available],"Systems, Technology",No,Yes,No,No
SPECTRAL ANALYTICS INC,[Not Available],[Not Available],Specializes in analytical solutions and technologies.,[Not Available],"Analytics, Technology",No,Yes,No,No
SPECTRAL MED SOLUTION AG,[Not Available],[Not Available],Provides medical solutions and technologies.,[Not Available],Medical Technologies,No,Yes,No,No
SPECTRAPASS LLC,[Not Available],[Not Available],Focuses on advanced security and technology solutions.,[Not Available],"Security, Technology",No,Yes,No,No
SPECTRICITY,[Not Available],[Not Available],Engages in spectroscopic technologies and solutions.,[Not Available],"Spectroscopy, Technology",No,Yes,No,No
SPECTRUM CO,[Not Available],[Not Available],Provides technology and analytical solutions.,[Not Available],"Technology, Analytics",No,Yes,No,No
SPECTRUM SOLUTIONS LLC,[Not Available],[Not Available],Specializes in various technological solutions and services.,[Not Available],"Technology, Solutions",No,Yes,No,No
SPEDDING RES SOLUTIONS SAS,[Not Available],[Not Available],Focuses on research and solutions in various fields.,[Not Available],"Research, Solutions",No,Yes,No,No
SPEPHARM AG,[Not Available],[Not Available],Specializes in pharmaceutical products and solutions.,[Not Available],Pharmaceuticals,No,Yes,No,No
SPEROVIE BIOSCI INC,[Not Available],[Not Available],Focuses on biotechnology and bioscience research.,[Not Available],"Biotechnology, Bioscience",No,Yes,No,No
SPEXIS AG,[Not Available],[Not Available],Provides specialized chemical and pharmaceutical solutions.,[Not Available],"Chemicals, Pharmaceuticals",No,Yes,No,No
SPF BEIJING ANIMALS TECHNOLOGY CO LTD,[Not Available],"Beijing, China",Engages in animal technology and related research.,[Not Available],Animal Technology,No,Yes,No,No
SPH NO 1 BIOCHEMICAL & PHARM CO LTD,[Not Available],[Not Available],Specializes in biochemical and pharmaceutical products.,[Not Available],"Biochemicals, Pharmaceuticals",No,Yes,No,No
SPHINGOTEC GMBH,[Not Available],[Not Available],Engages in developing innovative diagnostics and therapeutics.,[Not Available],"Diagnostics, Therapeutics",No,Yes,No,No
SPICONA INC,[Not Available],[Not Available],Focuses on nanotechnology and its applications.,[Not Available],Nanotechnology,No,Yes,No,No
SPIDERTECH INC,[Not Available],[Not Available],Specializes in various technology and innovation solutions.,[Not Available],"Technology, Innovation",No,Yes,No,No
SPINOMICS LTDA,[Not Available],[Not Available],Focuses on biotechnology and genomics research.,[Not Available],"Biotechnology, Genomics",No,Yes,No,No
SPINQ BIOPHYSICS INC,[Not Available],[Not Available],Specializes in biophysics research and applications.,[Not Available],Biophysics,No,Yes,No,No
SPIRA INNOVATION INC,[Not Available],[Not Available],Engages in innovative technology solutions.,[Not Available],"Technology, Innovation",No,Yes,No,No
SPIRIFY PHARMA INC,[Not Available],[Not Available],Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
SPIRIT SCI CO LTD,[Not Available],[Not Available],Specializes in scientific research and technology.,[Not Available],Scientific Research,No,Yes,No,No
SPIRITUS BIO INC,[Not Available],[Not Available],Engages in biotechnology and bioscience research.,[Not Available],"Biotechnology, Bioscience",No,Yes,No,No
SPIRITUS THERAPEUTICS INC,[Not Available],[Not Available],Focuses on therapeutic solutions and research.,[Not Available],Therapeutics,No,Yes,No,No
SPIRULINAFARMS CO LTD,[Not Available],[Not Available],Specializes in spirulina and related health products.,[Not Available],Health Products,No,Yes,No,Yes
SPITAL CLINIC JUDETEAN URGENTA PIUS BRIN,[Not Available],[Not Available],Provides emergency medical services and healthcare.,[Not Available],Healthcare,No,No,No,No
SPOREGEN LTD,[Not Available],[Not Available],Engages in spore-related biotechnology research.,[Not Available],Biotechnology,No,Yes,No,No
SPOT BIOSYSTEMS LTD,[Not Available],[Not Available],Specializes in biosystems and biotechnology solutions.,[Not Available],"Biosystems, Biotechnology",No,Yes,No,No
SPRING DISCOVERY INC,[Not Available],[Not Available],Focuses on discovery and development in biotechnology.,[Not Available],Biotechnology,No,Yes,No,No
SPRO MEDICAL PROD HK CO LTD,[Not Available],Hong Kong,Provides medical products and solutions.,[Not Available],Medical Products,No,Yes,No,No
SPV TIMSER SAPI DE CV,[Not Available],[Not Available],Engages in various technological and industrial solutions.,[Not Available],"Technology, Industrial",No,Yes,No,No
SPYBIOTECH LTD,[Not Available],[Not Available],Specializes in biotechnology and innovative solutions.,[Not Available],Biotechnology,No,Yes,No,No
SQ BIOPHARM INC,[Not Available],[Not Available],Focuses on biopharmaceutical development and research.,[Not Available],Biopharmaceuticals,No,Yes,No,No
SQUIRE KENT PTY LTD,[Not Available],[Not Available],Provides various services in technology and research.,[Not Available],"Technology, Research",No,Yes,No,No
SR ROTARY CHEM TECHNOLOGY INST,[Not Available],[Not Available],Specializes in chemical technology research.,[Not Available],Chemical Technology,No,Yes,Yes,No
SRS BIOTECH INC,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No
SRTI INSTITUTO NACIONAL,[Not Available],[Not Available],Engages in scientific research and technology innovation.,[Not Available],"Research, Technology",Yes,No,Yes,No
SSCI INC,[Not Available],[Not Available],Specializes in scientific and technological research.,[Not Available],Scientific Research,No,Yes,No,No
SSGEN TECHNOLOGIES INC,[Not Available],[Not Available],Focuses on technological and innovative solutions.,[Not Available],Technology,No,Yes,No,No
STAGEBIO INC,[Not Available],[Not Available],Provides various biotechnology and biomedical services.,[Not Available],"Biotechnology, Biomedical",No,Yes,No,No
STAINLESS BIOTECH INC,[Not Available],[Not Available],Specializes in biotechnology and chemical solutions.,[Not Available],"Biotechnology, Chemicals",No,Yes,No,Yes
STAMPS CLINIC INC,[Not Available],[Not Available],Engages in various medical and healthcare services.,[Not Available],Healthcare,No,Yes,No,No
STAR BIOTECHNOLOGY INC,[Not Available],[Not Available],Focuses on biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No
STAR THERAPEUTICS INC,[Not Available],[Not Available],Engages in the development of therapeutic solutions.,[Not Available],Therapeutics,No,Yes,No,Yes
SREE CHITRA TIRUNAL INST MEDICAL SCI & T,[Not Available],"Trivandrum, India",Specializes in medical sciences and technology research and development.,[Not Available],"Medical Research, Healthcare",Yes,No,Yes,Yes
SRI BALAJI VIDYAPEETH,[Not Available],"Pondicherry, India",Provides education and research in various fields including medical sciences.,[Not Available],"Education, Medical Research",No,No,Yes,No
SRI INT,[Not Available],[Not Available],Engages in various research and technology initiatives.,[Not Available],"Technology, Research",No,Yes,Yes,No
SRIKANTH KODEBOYINA,[Not Available],[Not Available],Engages in various technological and scientific endeavors.,[Not Available],"Technology, Science",No,No,No,No
SRIVEDA SATTVA PRIVATE LTD,[Not Available],[Not Available],Focuses on biotechnology and related research.,[Not Available],Biotechnology,No,Yes,No,No
SSAVIGROUP GROUP JOINT STOCK CO,[Not Available],[Not Available],Engages in various technological and industrial solutions.,[Not Available],"Technology, Industrial",No,Yes,No,No
ST CORP,[Not Available],[Not Available],Provides various industrial and technological solutions.,[Not Available],"Industrial, Technology",No,Yes,No,No
ST IP HOLDING AG,[Not Available],[Not Available],Specializes in intellectual property management and related services.,[Not Available],Intellectual Property,No,Yes,No,Yes
ST JUDE CHILDREN'S RES HOSPITAL,[Not Available],"Memphis, Tennessee, USA",Provides specialized healthcare and research for children with cancer and other life-threatening diseases.,[Not Available],"Healthcare, Research",No,No,Yes,No
ST PETERSBURG EMERGENCY MEDICINE RES INS,[Not Available],"St. Petersburg, Russia",Specializes in emergency medicine research and development.,[Not Available],"Medical Research, Emergency Medicine",Yes,No,Yes,No
ST PETERSBURG VACCINES & SERUMS RES INST,[Not Available],"St. Petersburg, Russia",Engages in the research and development of vaccines and serums.,[Not Available],"Vaccines, Serums, Medical Research",Yes,No,Yes,No
ST PHARM CO LTD,[Not Available],[Not Available],Focuses on pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
ST PHI THERAPEUTICS CO LTD,[Not Available],[Not Available],Engages in the development of therapeutic solutions.,[Not Available],Therapeutics,No,Yes,No,No
STAB VIDA INVESTIGACAO E SERVICOS EM CIE,[Not Available],[Not Available],Specializes in scientific research and services.,[Not Available],Scientific Research,No,Yes,Yes,No
STAGEN CO LTD,[Not Available],[Not Available],Engages in biotechnology and life sciences research.,[Not Available],"Biotechnology, Life Sciences",No,Yes,No,No
STAGEN KK,[Not Available],[Not Available],Specializes in biotechnology and related fields.,[Not Available],Biotechnology,No,Yes,No,No
STAIDSON BEIJING BIOPHARMACEUTICALS CO,[Not Available],"Beijing, China",Focuses on biopharmaceutical research and development.,[Not Available],Biopharmaceuticals,No,Yes,No,No
STALLZONE BIO CO LTD,[Not Available],[Not Available],Engages in biotechnology research and development.,[Not Available],Biotechnology,No,Yes,No,No
STALPROEKT LLC,[Not Available],[Not Available],Provides engineering and technology solutions.,[Not Available],"Engineering, Technology",No,Yes,No,No
STANDARD BIOTOOLS INC,[Not Available],[Not Available],Specializes in biotechnology tools and solutions.,[Not Available],Biotechnology,No,Yes,No,No
STANFORD DEVICES LTD,[Not Available],[Not Available],Focuses on technological devices and innovations.,[Not Available],Technology,No,Yes,No,No
STANFORD RES INST INT,[Not Available],[Not Available],Engages in various international research initiatives.,[Not Available],Research,No,No,Yes,No
STANWIXFORBES LLC,[Not Available],[Not Available],Provides technology and business consulting services.,[Not Available],"Technology, Consulting",No,Yes,No,No
STARPHARMA PTY LTD,[Not Available],"Melbourne, Australia",Specializes in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
STARROCK PHARMA LLC,[Not Available],[Not Available],Engages in pharmaceutical research and development.,[Not Available],Pharmaceuticals,No,Yes,No,No
STARSHIELD TECHNOLOGIES PVT LTD,[Not Available],[Not Available],Focuses on technology solutions and innovations.,[Not Available],Technology,No,Yes,No,No
STARTFLYING SOLUTION OPC PRIVATE LTD,[Not Available],[Not Available],Engages in various technological and business solutions.,[Not Available],"Technology, Business Solutions",No,Yes,No,No
STATE GRID CORP CHINA,[Not Available],"Beijing, China",A major state-owned utility company providing electricity across China.,[Not Available],Utilities,Yes,No,No,No
STATE GRID HENAN ELECTRIC POWER CO,[Not Available],"Henan, China",Provides electric power services in the Henan province.,[Not Available],Utilities,Yes,No,No,No
STATE GRID INFORMATION & TELECOM GROUP,[Not Available],[Not Available],Specializes in information and telecommunications services.,[Not Available],"Telecommunications, Information Technology",Yes,No,No,No
STATE GRID SHANXI ELECTRIC POWER CO,[Not Available],"Shanxi, China",Provides electric power services in the Shanxi province.,[Not Available],Utilities,Yes,No,No,No
STATE RES CENT APPLIED MICROBIOLOGY,[Not Available],[Not Available],Engages in applied microbiology research.,[Not Available],"Microbiology, Research",[Not Available],[Not Available],Yes,No
STATE SCI CENT IMMUNOLOGY INST,[Not Available],[Not Available],Specializes in immunology research.,[Not Available],"Immunology, Research",[Not Available],[Not Available],Yes,No
STATENS SERUM INST,[Not Available],"Copenhagen, Denmark",Focuses on serum and vaccine research and development.,[Not Available],"Vaccines, Serum, Medical Research",Yes,No,Yes,No
STEED FLOW SENSOR CORP,[Not Available],[Not Available],Specializes in flow sensor technology.,[Not Available],"Sensors, Technology",No,Yes,No,No
STEM CELL REVIVE LLC,[Not Available],[Not Available],Focuses on stem cell research and regenerative medicine.,[Not Available],"Stem Cells, Regenerative Medicine",No,Yes,No,No
STEM CELL SCI & REGENERATIVE MEDICINE,[Not Available],[Not Available],Engages in research related to stem cells and regenerative medicine.,[Not Available],"Stem Cells, Regenerative Medicine",No,Yes,Yes,No
STEMBERG BV,[Not Available],[Not Available],Specializes in biotechnological and pharmaceutical solutions.,[Not Available],"Biotechnology, Pharmaceuticals",No,Yes,No,No
STEMIRNA SHANGHAI BIOTECHNOLOGY CO LTD,[Not Available],"Shanghai, China",Focuses on mRNA technology and biotechnology.,[Not Available],"Biotechnology, mRNA Technology",No,Yes,No,No
