Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV KOREA TECHNOLOGY & EDUCATION IND CO,[Not Available],[Not Available],Korea University Technology Education and Industry Enterprise focuses on technology and education collaboration.,[Not Available],Education,No,Yes,No,No,Private,"Technology, Education"
UNIV KRISTEN PETRA,[http://www.uk Petra.ac.id](http://www.uk Petra.ac.id),"Surabaya, Indonesia",Kristen Petra University offers a variety of academic programs and conducts research in various areas.,1961,Education,No,Yes,Yes,No,Private,Various fields
UNIV KUBAN AGRIC,http://www.ksau.ru,"Krasnodar, Russia",Kuban State Agrarian University offers academic programs and conducts research in the field of agriculture.,1920,Education,No,No,Yes,No,Public,Agriculture
UNIV KUMAMOTO,http://www.kumamoto-u.ac.jp,"Kumamoto, Japan",Kumamoto University offers a wide range of academic programs and conducts research in various areas.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV KUMAMOTO NAT CORP,[Not Available],"Kumamoto, Japan",Kumamoto National Organization focused on research and development in the academic field.,[Not Available],Research,No,No,Yes,No,Public,Various fields
UNIV KUNMING MEDICAL,http://www.kmmc.edu.cn,"Kunming, China",Kunming Medical University offers academic programs and conducts research in medicine.,1956,Education,No,No,Yes,Yes,Public,Medicine
UNIV KUNMING SCI & TECHNOLOGY,http://www.kmust.edu.cn,"Kunming, China",Kunming University of Science and Technology offers a wide range of academic programs and conducts research in science and technology.,1954,Education,No,No,Yes,No,Public,"Science, Technology"
UNIV KURSK STATE MEDICAL,http://www.kurskmed.ru,"Kursk, Russia",Kursk State Medical University offers academic programs and conducts research in medicine.,1935,Education,No,No,Yes,Yes,Public,Medicine
UNIV KWANGWOON IND ACADEMIC COLLABORATIO,http://www.kw.ac.kr,"Seoul, South Korea",Kwangwoon University promotes collaboration between industry and academia to advance knowledge.,1952,Education,No,No,Yes,No,Private,Various fields
UNIV KYOTO,http://www.kyoto-u.ac.jp,"Kyoto, Japan","Kyoto University is one of Japan's leading universities, offering a wide range of academic programs and carrying out research in various disciplines.",1897,Education,No,No,Yes,No,Public,Various fields
UNIV KYOTO PHARM,[Not Available],"Kyoto, Japan",Kyoto University Department of Pharmacy conducts advanced research in pharmacology.,[Not Available],Education,No,No,Yes,No,Public,Pharmacy
UNIV KYOTO PREFECTURAL PUBLIC CORP,http://www.kyoto-u.ac.jp,"Kyoto, Japan",Kyoto Prefectural Public University provides education and conducts research in various areas.,[Not Available],Education,No,No,Yes,No,Public,Various fields
UNIV KYUNGHEE IND COOP,http://www.khu.ac.kr,"Seoul, South Korea",Kyunghee University promotes cooperation between industry and academia.,1949,Education,No,No,Yes,No,Private,Various fields
UNIV KYUNGPOOK NAT HOSPITAL,http://www.kpuh.or.kr,"Daegu, South Korea",National Kyungpook University Hospital provides medical care and conducts clinical research.,1951,Medical,No,No,No,Yes,Public,Medicine
UNIV KYUNGPOOK NAT IND ACAD COOP FOUND,http://www.kyungpook.ac.kr,"Daegu, South Korea",Kyungpook University Academic and Industrial Cooperation Foundation promotes collaborations between industry and academia.,[Not Available],Research,No,No,Yes,No,Public,Various fields
UNIV KYUNGSUNG IND COOP FOUND,http://www.ksu.ac.kr,"Busan, South Korea",Kyungsung University Industrial Cooperation Foundation promotes collaborations between academia and industry.,[Not Available],Research,No,No,Yes,No,Private,Various fields
UNIV KYUSHU,http://www.kyushu-u.ac.jp,"Fukuoka, Japan",Kyushu University offers a wide range of academic programs and conducts research in various areas.,1911,Education,No,No,Yes,No,Public,Various fields
UNIV KYUSHU NAT CORP,[Not Available],"Fukuoka, Japan",Kyushu University National Organization focuses on academic research and development.,[Not Available],Research,No,No,Yes,No,Public,Various fields
UNIV LA PAZ FUNDACION PARA INVESTIGATION,http://www.fibol.org,"La Paz, Bolivia",University of La Paz Research Foundation supports research in various areas of knowledge.,[Not Available],Research,No,No,Yes,No,Public,Various fields
UNIV LAGUNA,http://www.ulagos.cl,"Osorno, Chile",University of Los Lagos offers academic programs and conducts research in various areas.,1993,Education,No,No,Yes,No,Public,Various fields
UNIV LAKEHEAD,http://www.lakeheadu.ca,"Thunder Bay, Canada",Lakehead University offers a variety of academic programs and conducts research across multiple disciplines.,1965,Education,No,No,Yes,No,Public,Various fields
UNIV LALA LAJPAT RAI VETERINARY & ANIMAL,http://www.luvas.edu.in,"Hisar, India",Lala Lajpat Rai University of Veterinary and Animal Sciences offers academic programs and conducts research in veterinary medicine and animal sciences.,1987,Education,No,No,Yes,No,Public,Veterinary Medicine
UNIV LANCASTER,http://www.lancaster.ac.uk,"Lancaster, United Kingdom",Lancaster University offers a wide range of academic programs and carries out research in a number of areas.,1964,Education,No,No,Yes,No,Public,Various fields
UNIV LANZHOU,http://www.lzu.edu.cn,"Lanzhou, China",Lanzhou University offers a wide range of academic programs and conducts research in various disciplines.,1909,Education,No,No,Yes,No,Public,Various fields
UNIV LANZHOU FIRST HOSPITAL,http://www.lzfy.edu.cn,"Lanzhou, China",Lanzhou University First Hospital provides medical care and conducts clinical research.,1958,Medical,No,No,No,Yes,Public,Medicine
UNIV LANZHOU HUAIAN HIGH TECHNOLOGY INST,[Not Available],"Huai'an, China","Huai'an Institute of High Technology, affiliated with Lanzhou University, focuses on advanced technological research.",[Not Available],Research,No,No,Yes,No,Public,Technology
UNIV LAS PALMAS GRAN CANARIA,http://www.ulpgc.es,"Las Palmas, Spain",University of Las Palmas de Gran Canaria offers a wide range of academic programs and conducts research in various areas.,1989,Education,No,No,Yes,No,Public,Various fields
UNIV LAVAL,http://www.ulaval.ca,"Quebec, Canada","Laval University is one of Canada's leading universities, offering a wide range of academic programs and conducting research across multiple disciplines.",1663,Education,No,No,Yes,No,Public,Various fields
UNIV LEBANESE,http://www.ul.edu.lb,"Beirut, Lebanon",Lebanese University offers a wide range of academic programs and conducts research in various disciplines.,1951,Education,Yes,No,Yes,No,Public,Various fields
UNIV LEEDS,http://www.leeds.ac.uk,"Leeds, United Kingdom",University of Leeds offers a range of academic programs and carries out research in a range of areas.,1904,Education,No,No,Yes,No,Public,Various fields
UNIV LEIDEN MEDICAL CENT,http://www.lumc.nl,"Leiden, Netherlands",Leiden University Medical Center provides medical care and conducts clinical and biomedical research.,1997,Medical,No,No,Yes,Yes,Public,"Medicine, Biomedical Research"
UNIV LEIPZIG,http://www.uni-leipzig.de,"Leipzig, Germany",University of Leipzig offers a wide range of academic programs and conducts research in various areas.,1409,Education,No,No,Yes,No,Public,Various fields
UNIV LELAND STANFORD,http://www.stanford.edu,"Stanford, USA","Stanford University is one of the leading universities in the USA, offering a wide range of academic programs and carrying out cutting-edge research.",1885,Education,No,No,Yes,No,Private,Various fields
UNIV LESHAN NORMAL,http://www.lsnu.edu.cn,"Leshan, China",Leshan Normal University offers academic programs and conducts research in education and related fields.,1978,Education,No,No,Yes,No,Public,Education
UNIV LIAOCHENG,http://www.lcu.edu.cn,"Liaocheng, China",Liaocheng University offers a wide range of academic programs and conducts research in various areas.,1978,Education,No,No,Yes,No,Public,Various fields
UNIV LIAONING SHIHUA,http://www.lnshu.edu.cn,"Shenyang, China",Shihua University of Liaoning offers academic programs and conducts research in areas of engineering and applied sciences.,1949,Education,No,No,Yes,No,Public,"Engineering, Applied Sciences"
UNIV LIBRE BRUXELLES,http://www.ulb.ac.be,"Brussels, Belgium",Free University of Brussels offers a wide range of academic programs and conducts research in various areas.,1834,Education,No,No,Yes,No,Public,Various fields
UNIV LIEGE,http://www.uliege.be,"LiÃ¨ge, Belgium",University of LiÃ¨ge offers a wide range of academic programs and conducts research in diverse areas.,1817,Education,No,No,Yes,No,Public,Various fields
UNIV LIEGE GEMBLOUX AGRO-BIO TECH,http://www.gembloux.ulg.ac.be,"Gembloux, Belgium",School of Agro-Bio Technical Engineering at the University of LiÃ¨ge focuses on agricultural research and biotechnology.,[Not Available],Research,No,No,Yes,No,Public,Agro-Biotechnology
UNIV LILLE,http://www.univ-lille.fr,"Lille, France",University of Lille offers a variety of academic programs and conducts research in various disciplines.,1562,Education,No,No,Yes,No,Public,Various fields
UNIV LILLE CENT HOSPITAL,http://www.chru-lille.fr,"Lille, France",Lille University Central Hospital provides medical care and conducts clinical research.,[Not Available],Medical,No,No,No,Yes,Public,Medicine
UNIV LILLE REGIONAL CENT HOSPITALIER,http://www.chru-lille.fr,"Lille, France",Lille University Regional Hospital Center provides medical care and conducts clinical research.,[Not Available],Medical,No,No,No,Yes,Public,Medicine
UNIV LIMOGES,http://www.unilim.fr,"Limoges, France",University of Limoges offers academic programs and conducts research in various areas.,1968,Education,No,No,Yes,No,Public,Various fields
UNIV LINYI,http://www.lyu.edu.cn,"Linyi, China",Linyi University offers a range of academic programs and conducts research in various areas.,1978,Education,No,No,Yes,No,Public,Various fields
UNIV LISBOA NOVA,http://www.unl.pt,"Lisbon, Portugal",Universidade Nova de Lisboa offers academic programs and conducts research in various disciplines.,1973,Education,No,No,Yes,No,Public,Various fields
UNIV LIVERPOOL,http://www.liverpool.ac.uk,"Liverpool, United Kingdom",University of Liverpool offers a range of academic programs and carries out research in a range of areas.,1881,Education,No,No,Yes,No,Public,Various fields
UNIV LLEIDA,http://www.udl.cat,"Lleida, Spain",University of Lleida offers academic programs and conducts research in various disciplines.,1991,Education,No,No,Yes,No,Public,Various fields
UNIV LODZI MEDYCZNY,http://www.umed.lodz.pl,"ÅÃ³dÅº, Poland",ÅÃ³dÅº Medical University offers academic programs and conducts research in the medical field.,2002,Education,No,No,Yes,No,Public,Medicine
UNIV LOMA LINDA,http://www.llu.edu,"Loma Linda, USA",Loma Linda University offers academic programs and conducts research focusing on health and life sciences.,1905,Education,No,No,Yes,No,Private,Health Sciences
UNIV LOMA LINDA HEALTH,http://www.lluhealth.org,"Loma Linda, USA",Loma Linda Health is an academic health system that provides medical care and conducts clinical research.,[Not Available],Medical,No,No,No,Yes,Private,Medicine
UNIV LONDON ST GEORGES,http://www.sgul.ac.uk,"London, United Kingdom",St George's University offers academic programs and conducts research focused on health and biomedical sciences.,1733,Education,No,No,Yes,No,Public,Health Sciences
UNIV LONGYAN,http://www.lyu.edu.cn,"Longyan, China",Longyan University offers a range of academic programs and conducts research in various disciplines.,1978,Education,No,No,Yes,No,Public,Various fields
UNIV LORRAINE,http://www.univ-lorraine.fr,"Nancy, France",University of Lorraine offers academic programs and carries out research in various areas of knowledge.,1970,Education,No,No,Yes,No,Public,Various fields
UNIV LOUISIANA STATE & AGRIC & MECHANICA,http://www.lsu.edu,"Baton Rouge, USA",Louisiana State University offers a wide range of academic programs and conducts research in a variety of areas.,1860,Education,No,No,Yes,No,Public,Various fields
UNIV LOUISVILLE RES FOUND INC,http://www.louisville.edu,"Louisville, USA",University of Louisville Research Foundation supports research and innovation in a variety of areas.,[Not Available],Research,No,No,Yes,No,Public,Various fields
UNIV LOVELY PROFESSIONAL,http://www.lpu.in,"Phagwara, India",Lovely Professional University offers a wide range of academic programs and conducts research in diverse areas.,2005,Education,No,No,Yes,No,Private,Various fields
UNIV LOYOLA CHICAGO,http://www.luc.edu,"Chicago, USA",Loyola University Chicago offers a variety of academic programs and conducts research in a variety of disciplines.,1870,Education,No,No,Yes,No,Private,Various fields
UNIV LUDONG,http://www.ldu.edu.cn,"Yantai, China",Ludong University offers a wide range of academic programs and conducts research in various areas.,1958,Education,No,No,Yes,No,Public,Various fields
UNIV LUEBECK,http://www.uni-luebeck.de,"LÃ¼beck, Germany",University of LÃ¼beck offers academic programs and conducts research focused on health sciences and technology.,1964,Education,No,No,Yes,No,Public,"Health Sciences, Technology"
UNIV LYON 1 BERNARD CLAUDE,http://www.univ-lyon1.fr,"Lyon, France",University Claude Bernard Lyon 1 offers academic programs and conducts research in science and health.,1971,Education,No,No,Yes,No,Public,"Sciences, Health"
UNIV MAASTRICHT,http://www.maastrichtuniversity.nl,"Maastricht, Netherlands",Maastricht University offers academic programs and conducts research in various areas.,1976,Education,No,No,Yes,No,Public,Various fields
UNIV MACAU SCI & TECHNOLOGY,http://www.must.edu.mo,"Macau, China","Macau University of Science and Technology focuses on science and technology, offering academic programs and carrying out research.",2000,Education,No,No,Yes,No,Public,"Science, Technology"
UNIV MACQUARIE,http://www.mq.edu.au,"Sydney, Australia",Macquarie University offers a wide range of academic programs and conducts research in a variety of areas.,1964,Education,No,No,Yes,No,Public,Various fields
UNIV MADHAV,http://www.madhavuniversity.edu.in,"Rajasthan, India",Madhav University offers a wide range of academic programs and conducts research in various areas.,2014,Education,No,No,Yes,No,Private,Various fields
UNIV MAGDEBURG VON GUERICKE OTTO,http://www.ovgu.de,"Magdeburg, Germany",Otto von Guericke University Magdeburg offers academic programs and conducts research in various areas of engineering and applied sciences.,1993,Education,No,No,Yes,No,Public,"Engineering, Applied Sciences"
UNIV MAGNA GRAECIA,http://www.unicz.it,"Catanzaro, Italy",Magna Graecia University offers academic programs and conducts research in various areas.,2000,Education,No,No,Yes,No,Public,Various fields
UNIV MAHARISHI MARKANDESHWAR,http://www.mmumullana.org,"Mullana, India",Maharishi Markandeshwar University offers a variety of academic programs and conducts research in diverse areas.,1993,Education,No,No,Yes,No,Private,Various fields
UNIV MAHIDOL,http://www.mahidol.ac.th,"Bangkok, Thailand",Mahidol University is known for its research and academic programs in the field of health and life sciences.,1888,Education,No,No,Yes,No,Public,"Health Sciences, Life Sciences"
UNIV MAINZ GUTENBERG JOHANNES,http://www.uni-mainz.de,"Mainz, Germany",Johannes Gutenberg University Mainz offers academic programs and conducts research in various areas.,1477,Education,No,No,Yes,No,Public,Various fields
UNIV MAINZ TRON TRANSLATIONALE ONKOLOGIE,http://www.tron-mainz.de,"Mainz, Germany",TRON - Translational Oncology at the University of Mainz focuses on translational research in oncology.,[Not Available],Research,No,No,Yes,No,Public,Oncology
UNIV MALAGA,http://www.uma.es,"Malaga, Spain",University of Malaga offers a wide range of academic programs and carries out research in various areas.,1972,Education,No,No,Yes,No,Public,Various fields
UNIV MALAYA,http://www.um.edu.my,"Kuala Lumpur, Malaysia",University of Malaya offers a wide range of academic programs and conducts research in various areas.,1962,Education,No,No,Yes,No,Public,Various fields
UNIV MALTEPE TEKNOLOJI TRANSFER OFISI,http://www.maltepe.edu.tr,"Istanbul, TÃ¼rkiye",University of Maltepe Technology Transfer Office focuses on the commercialization and transfer of technological innovations.,[Not Available],Technology Transfer,No,No,Yes,No,Private,Technology Transfer
UNIV MANCHESTER,http://www.manchester.ac.uk,"Manchester, United Kingdom",University of Manchester offers a wide range of academic programs and carries out research in a number of areas.,1824,Education,No,No,Yes,No,Public,Various fields
UNIV MANDELA NELSON,http://www.nelsonmandela.ac.za,"Port Elizabeth, South Africa",Nelson Mandela University offers academic programs and conducts research across a range of disciplines.,2005,Education,No,No,Yes,No,Public,Various fields
UNIV MANGALAYATAN,http://www.mangalayatan.in,"Aligarh, India",Mangalayatan University offers a variety of academic programs and conducts research in diverse areas.,2006,Education,No,No,Yes,No,Private,Various fields
UNIV MANIPAL,http://www.manipal.edu,"Manipal, India",Manipal University offers a wide range of academic programs and conducts research in various areas.,1953,Education,No,No,Yes,No,Private,Various fields
UNIV MANIPAL JAIPUR,http://www.jaipur.manipal.edu,"Jaipur, India",Manipal University Jaipur offers academic programs and conducts research in various disciplines.,2011,Education,No,No,Yes,No,Private,Various fields
UNIV MANITOBA,http://www.umanitoba.ca,"Winnipeg, Canada",University of Manitoba offers a wide range of academic programs and conducts research in various areas.,1877,Education,No,No,Yes,No,Public,Various fields
UNIV MARMARA REKTORLUGU OZEL KALEM BIRIM,http://www.marmara.edu.tr,"Istanbul, TÃ¼rkiye",Office of the Rector of Marmara University focuses on academic administration and research.,1883,Education,No,No,Yes,No,Public,Various fields
UNIV MARSHALL RES CORP,http://www.marshall.edu,"Huntington, USA",Marshall University conducts research in a variety of areas and supports academic innovation.,1837,Education,No,No,Yes,No,Public,Various fields
UNIV MARTIN LUTHER HALLE-WITTENBERG,http://www.mlu.de,"Halle, Germany",Martin Luther University Halle-Wittenberg offers a wide range of academic programs and conducts research in various areas.,1502,Education,No,No,Yes,No,Public,Various fields
UNIV MARYLAND,http://www.umd.edu,"College Park, USA",University of Maryland offers a variety of academic programs and conducts research in a variety of disciplines.,1856,Education,No,No,Yes,No,Public,Various fields
UNIV MASSACHUSETTS,http://www.umass.edu,"Amherst, USA",University of Massachusetts offers a wide range of academic programs and conducts research in various areas.,1863,Education,No,No,Yes,No,Public,Various fields
UNIV MATSUYAMA,http://www.ehime-u.ac.jp,"Matsuyama, Japan","Ehime University, located in Matsuyama, offers academic programs and conducts research in various disciplines.",1949,Education,No,No,Yes,No,Public,Various fields
UNIV MCGILL ROYAL INST ADVANCEMENT,http://www.mcgill.ca,"Montreal, Canada","McGill University is a leading teaching and research institution, known for its contributions in various academic areas.",1821,Education,No,No,Yes,No,Public,Various fields
UNIV MCMASTER,http://www.mcmaster.ca,"Hamilton, Canada",McMaster University offers academic programs and conducts research in various areas.,1887,Education,No,No,Yes,No,Public,Various fields
UNIV MECHNIKOV NORTH VESTERN STATE MEDIC,http://www.mechnikov.spb.ru,"Saint Petersburg, Russia",Mechnikov State Medical University offers academic programs and conducts research in the medical field.,1907,Education,No,No,Yes,No,Public,Medicine
UNIV MEDEZIN BERLIN CHARITE,http://www.charite.de,"Berlin, Germany","CharitÃ© is one of the largest medical universities in Europe, focused on medical research and education.",1710,Education,No,No,Yes,Yes,Public,Medicine
UNIV MEDI-CAPS,http://www.medicaps.ac.in,"Indore, India",Medi-Caps University offers academic programs and conducts research in various areas.,2000,Education,No,No,Yes,No,Private,Various fields
UNIV MEDYCZNY W LUBLINIE,http://www.umlub.pl,"Lublin, Poland",Lublin Medical University is focused on education and research in the medical field.,1950,Education,No,No,Yes,No,Public,Medicine
UNIV MEIJO,http://www.meijo-u.ac.jp,"Nagoya, Japan",Meijo University offers a variety of academic programs and conducts research in various areas.,1920,Education,No,No,Yes,No,Private,Various fields
UNIV MELBOURNE,http://www.unimelb.edu.au,"Melbourne, Australia","University of Melbourne is one of the leading teaching and research institutions in Australia, offering a wide range of academic programs.",1853,Education,No,No,Yes,No,Public,Various fields
UNIV MERCER CORP,http://www.mercer.edu,"Macon, USA",Mercer University conducts research and offers a wide range of academic programs.,1833,Education,No,No,Yes,No,Private,Various fields
UNIV MESSINA,http://www.unime.it,"Messina, Italy",University of Messina offers a wide range of academic programs and conducts research in various areas.,1548,Education,No,No,Yes,No,Public,Various fields
UNIV MEXICO NACIONAL AUTONOMA,http://www.unam.mx,"Mexico City, Mexico","National Autonomous University of Mexico is one of the leading universities in Latin America, known for its wide range of academic programs and research.",1910,Education,No,No,Yes,No,Public,Various fields
UNIV MIAMI,http://www.miami.edu,"Coral Gables, USA",University of Miami offers a wide range of academic programs and conducts research in a variety of areas.,1925,Education,No,No,Yes,No,Private,Various fields
UNIV MICHIGAN,http://www.umich.edu,"Ann Arbor, USA",University of Michigan is a globally renowned research institution offering a wide range of academic programs.,1817,Education,No,No,Yes,No,Public,Various fields
UNIV MICKIEWICZA POZNANIU ADAMA,http://www.amu.edu.pl,"PoznaÅ, Poland","Adam Mickiewicz University is a leading research university in Poland, known for its academic and cultural contributions.",1919,Education,No,No,Yes,No,Public,Various fields
UNIV MIE,http://www.mie-u.ac.jp,"Tsu, Japan",Mie University offers a variety of academic programs and conducts research in various areas.,1921,Education,No,No,Yes,No,Public,Various fields
UNIV MILANO,http://www.unimi.it,"Milan, Italy",University of Milan offers a wide range of academic programs and conducts research across multiple disciplines.,1924,Education,No,No,Yes,No,Public,Various fields
UNIV MILANO BICOCCA,http://www.unimib.it,"Milan, Italy",University Milano-Bicocca offers academic programs and conducts research in various areas.,1998,Education,No,No,Yes,No,Public,Various fields
UNIV MILANO DEGLI STUDI,http://www.unimi.it,"Milan, Italy",University of Milan offers a wide range of academic programs and carries out research in various areas.,1924,Education,No,No,Yes,No,Public,Various fields
UNIV MINJIANG,http://www.mju.edu.cn,"Fuzhou, China",Minjiang University offers a wide range of academic programs and conducts research in various disciplines.,1958,Education,No,No,Yes,No,Public,Various fields
UNIV MINNESOTA,http://www.umn.edu,"Minneapolis, USA",University of Minnesota offers a wide range of academic programs and conducts research in a variety of areas.,1851,Education,No,No,Yes,No,Public,Various fields
UNIV MINZU CHINA,http://www.muc.edu.cn,"Beijing, China",Minzu University of China focuses on minority studies and conducts research in various academic areas.,1941,Education,No,No,Yes,No,Public,"Ethnic Studies, Various fields"
UNIV MISIS NAT SCI & TECHNOLOGY,http://www.misis.ru,"Moscow, Russia",National Research University of Science and Technology MISIS offers academic programs and conducts research in science and technology.,1918,Education,No,No,Yes,No,Public,Science and Technology
UNIV MISSISSIPPI MEDICAL CENT,http://www.umc.edu,"Jackson, USA",University of Mississippi Medical Center is an important center for research and teaching in the area of ââhealth.,1955,Healthcare,No,No,Yes,Yes,Public,Medicine
UNIV MISSISSIPPI STATE,http://www.msstate.edu,"Starkville, USA",Mississippi State University offers a wide range of academic programs and conducts research in various areas.,1878,Education,No,No,Yes,No,Public,Various fields
UNIV MISSOURI,http://www.missouri.edu,"Columbia, USA",University of Missouri offers a variety of academic programs and conducts research in a variety of disciplines.,1839,Education,No,No,Yes,No,Public,Various fields
UNIV MIYA,http://www.miyazaki-u.ac.jp,"Miyazaki, Japan",University of Miyazaki offers academic programs and conducts research in various disciplines.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV MIYAZAKI,http://www.miyazaki-u.ac.jp,"Miyazaki, Japan",University of Miyazaki offers a variety of academic programs and conducts research in various areas.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV MOHAMMED VI POLYTECHNIC,http://www.um6p.ma,"Ben Guerir, Morocco",Mohammed VI Polytechnic University offers academic programs and conducts research in various technological and scientific disciplines.,2014,Education,No,No,Yes,No,Private,"Technology, Science"
UNIV MOLDOVA TESTEMITANU MEDICINE & PHAR,http://www.usmf.md,"Chisinau, Moldova",Nicolae Testemitanu University of Medicine and Pharmacy offers education and research in the field of health and pharmacology.,1945,Education,No,No,Yes,No,Public,"Medicine, Pharmacy"
UNIV MONASH,http://www.monash.edu.au,"Melbourne, Australia","Monash University is one of the leading research institutions in Australia, offering a wide range of academic programs.",1958,Education,No,No,Yes,No,Public,Various fields
UNIV MONNET-SAINT-ETIENNE JEAN,http://www.univ-st-etienne.fr,"Saint-Ãtienne, France",Jean Monnet University offers a wide range of academic programs and conducts research across diverse disciplines.,1969,Education,No,No,Yes,No,Public,Various fields
UNIV MONTANA STATE,http://www.montana.edu,"Bozeman, USA",Montana State University offers academic programs and conducts research in a variety of areas.,1893,Education,No,No,Yes,No,Public,Various fields
UNIV MONTPELLIER,http://www.umontpellier.fr,"Montpellier, France","University of Montpellier is one of the oldest universities in France, offering a wide range of academic programs.",1289,Education,No,No,Yes,No,Public,Various fields
UNIV MONTPELLIER CENT HOSPITALIER,http://www.chu-montpellier.fr,"Montpellier, France",Montpellier University Hospital Center offers medical care and conducts health research.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV MONTPELLIER CURIE INST,http://www.institut-curie.org,"Montpellier, France",Curie Institute conducts research and provides education in the areas of cancer and biomedicine.,1920,Healthcare,No,No,Yes,No,Private,Oncology
UNIV MONTREAL CENT HOSPITALIER,http://www.chumontreal.qc.ca,"Montreal, Canada",University of Montreal Hospital Center provides medical care and conducts health research.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV MORDOVIAN STATE,http://www.mrsu.ru,"Saransk, Russia",State University of Mordovia offers a wide range of academic programs and conducts research in various disciplines.,1957,Education,No,No,Yes,No,Public,Various fields
UNIV MOSC LOMONOSOV,http://www.msu.ru,"Moscow, Russia",Moscow Lomonosov State University is one of Russia's leading teaching and research institutions.,1755,Education,No,No,Yes,No,Public,Various fields
UNIV MUENCHEN KLINIKUM RECHTS ISAR TECHN,http://www.klinikum-rechtsderisarn.de,"Munich, Germany",Klinikum Rechts der Isar is a university hospital focused on research and teaching in the health sector.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV MUENCHEN MAXIMILIANS LUDWIG,http://www.lmu.de,"Munich, Germany",Ludwig-Maximilians University is one of the leading teaching and research institutions in Germany.,1472,Education,No,No,Yes,No,Public,Various fields
UNIV MUENCHEN TECH,http://www.tum.de,"Munich, Germany",Technical University of Munich is known for its contributions in engineering and technology.,1868,Education,No,No,Yes,No,Public,"Engineering, Technology"
UNIV MUENSTER WESTFAELISCHE WILHELMS,http://www.uni-muenster.de,"MÃ¼nster, Germany",University of MÃ¼nster offers a wide range of academic programs and conducts research in diverse areas.,1780,Education,No,No,Yes,No,Public,Various fields
UNIV MUHAMMADIYAH YOGYAKARTA,http://www.umy.ac.id,"Yogyakarta, Indonesia",Muhammadiyah Yogyakarta University offers a variety of academic programs and conducts research in diverse areas.,1981,Education,No,No,Yes,No,Private,Various fields
UNIV MURDOCH,http://www.murdoch.edu.au,"Perth, Australia",Murdoch University is known for its academic programs and research across various disciplines.,1973,Education,No,No,Yes,No,Public,Various fields
UNIV NACIONAL DEL LITORAL,http://www.unl.edu.ar,"Santa Fe, Argentina",Universidade Nacional do Litoral offers a wide range of academic programs and conducts research in various areas.,1970,Education,No,No,Yes,No,Public,Various fields
UNIV NACIONAL MAR DEL PLATA,http://www.mdp.edu.ar,"Mar del Plata, Argentina",National University of Mar del Plata offers academic programs and conducts research in various disciplines.,1970,Education,No,No,Yes,No,Public,Various fields
UNIV NACIONAL PLATA,http://www.unlp.edu.ar,"La Plata, Argentina",National University of La Plata offers a wide range of academic programs and conducts research in various areas.,1905,Education,No,No,Yes,No,Public,Various fields
UNIV NACIONAL SUR,http://www.uns.edu.ar,"BahÃ­a Blanca, Argentina",Universidade Nacional do Sul offers academic programs and conducts research in various disciplines.,1970,Education,No,No,Yes,No,Public,Various fields
UNIV NAGASAKI,http://www.nagasaki-u.ac.jp,"Nagasaki, Japan",Nagasaki University offers a variety of academic programs and conducts research in various areas.,1949,Education,No,No,Yes,No,Public,Various fields
UNIV NAMUR,http://www.unamur.be,"Namur, Belgium",University of Namur is known for its academic programs and research across diverse disciplines.,1831,Education,No,No,Yes,No,Private,Various fields
UNIV NANCHANG,http://www.ncu.edu.cn,"Nanchang, China",Nanchang University offers a wide range of academic programs and conducts research in various disciplines.,1940,Education,No,No,Yes,No,Public,Various fields
UNIV NANCHANG COLLEGE SCI & TECHNOLOGY,http://www.ncst.edu.cn,"Nanchang, China",Nanchang University of Science and Technology offers academic programs and conducts research in science and technology.,2004,Education,No,No,Yes,No,Public,Science and Technology
UNIV NANCHANG FIRST AFFILIATED HOSPITAL,http://www.ncuh.com,"Nanchang, China",First Affiliated Hospital of Nanchang University provides medical care and conducts healthcare research.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV NANCHANG HIGH-TECH ZONE PEOPLES HOS,http://www.nchthosp.com,"Nanchang, China",Nanchang High-Tech Zone Hospital provides medical care and conducts healthcare research.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV NANCY CENT REGIONAL HOSPITAL,http://www.chu-nancy.fr,"Nancy, France",Nancy Regional Hospital Center offers medical care and conducts health research.,[Not Available],Healthcare,No,No,No,Yes,Public,Medicine
UNIV NANJING,http://www.nju.edu.cn,"Nanjing, China",Nanjing University offers a wide range of academic programs and conducts research in various disciplines.,1902,Education,No,No,Yes,No,Public,Various fields
UNIV NANJING AERONAUTICS & ASTRONAUTICS,http://www.nuaa.edu.cn,"Nanjing, China",Nanjing University of Aeronautics and Astronautics offers academic programs and conducts research in aerospace engineering.,1952,Education,No,No,Yes,No,Public,"Aeronautics, Astronautics"
UNIV NANJING AGRIC,http://www.njau.edu.cn,"Nanjing, China",Nanjing Agricultural University offers academic programs and conducts research in agriculture and related sciences.,1902,Education,No,No,Yes,No,Public,Agriculture
