Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
UNIV ZAGREB SCHOOL MEDICINE,http://www.mef.unizg.hr/,"Zagreb, Croatia","The oldest and largest medical school in Croatia, offering comprehensive medical education and research.",1917,"Higher Education, Healthcare",Yes,No,Yes,Yes,Public University,Medicine
UNIV ZARAGOZA,https://www.unizar.es/,"Zaragoza, Spain",A public university offering a wide range of programs and recognized for its research excellence.,1542,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV ZHEJIANG,http://www.zju.edu.cn/,"Hangzhou, Zhejiang, China","One of the top research universities in China, offering a wide range of programs.",1897,Higher Education,Yes,No,Yes,Yes (Zhejiang University School of Medicine),Public University,Various Disciplines
UNIV ZHEJIANG CHINESE MEDICAL,http://www.zcmu.edu.cn/,"Hangzhou, Zhejiang, China",Focuses on traditional Chinese medicine education and research.,1953,"Higher Education, Healthcare",Yes,No,Yes,Yes,Public University,Traditional Chinese Medicine
UNIV ZHEJIANG CITY COLLEGE,http://www.zucc.edu.cn/,"Hangzhou, Zhejiang, China","A comprehensive college affiliated with Zhejiang University, offering a range of undergraduate and postgraduate programs.",1999,Higher Education,Yes,No,Yes,No,Public University,Various Disciplines
UNIV ZHEJIANG GONGSHANG,http://www.zjgsu.edu.cn/,"Hangzhou, Zhejiang, China","Specializes in business, economics, and law, with strong research and academic programs.",1911,Higher Education,Yes,No,Yes,No,Public University,"Business, Economics, Law"
UNIV ZHEJIANG HAINAN RES INST,Information not readily available,"Hainan, China","Focuses on research and development in various scientific and technological fields, affiliated with Zhejiang University.",Information not readily available,"Research & Development, Higher Education",Yes,No,Yes,No,Research Institute,Science and Technology
UNIV ZHEJIANG INTELLIGENT INNOVATIVE DRU,Information not readily available,"Hangzhou, Zhejiang, China","Focuses on drug discovery and pharmaceutical research, using advanced technologies and methodologies.",Information not readily available,"Pharmaceutical, Research & Development",Yes,No,Yes,No,Research Center,Pharmaceutical Sciences
UNIV ZHEJIANG JIAXING RES INST,Information not readily available,"Jiaxing, Zhejiang, China",An institute focusing on collaborative research between Zhejiang University and industries in the Jiaxing region.,Information not readily available,"Research & Development, Higher Education",Yes,No,Yes,No,Research Institute,Science and Technology
UNIV ZHEJIANG MEDICINE SCHOOL FIRST AFF,http://www.cch.zju.edu.cn/,"Hangzhou, Zhejiang, China","A leading medical institution in China, providing medical education, research, and comprehensive healthcare services.",Information not readily available,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research"
UNIV ZHEJIANG NORMAL,http://www.zjnu.edu.cn/,"Jinhua, Zhejiang, China","A key university in China with a focus on teacher education, humanities, and social sciences.",1956,Higher Education,Yes,No,Yes,No,Public University,"Education, Humanities, Social Sciences"
UNIV ZHEJIANG SCHOOL MEDICINE FIRST AFF,http://www.cch.zju.edu.cn/,"Hangzhou, Zhejiang, China","The First Affiliated Hospital of Zhejiang University School of Medicine is one of the most prestigious medical institutions in China. It provides a wide range of medical services, including specialized and general care, as well as advanced research and education. The hospital is affiliated with Zhejiang University School of Medicine and plays a crucial role in clinical teaching and research in medicine.",1947,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research, Healthcare"
UNIV ZHEJIANG SCHOOL MEDICINE FOURTH AFF,Information not readily available,"Hangzhou, Zhejiang, China","A key healthcare institution offering advanced medical services, education, and research.",Information not readily available,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research"
UNIV ZHEJIANG SCI-TECH,http://www.zstu.edu.cn/,"Hangzhou, Zhejiang, China","Specializes in engineering, textiles, and fashion, with a focus on innovation and research.",1897,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Textiles, Fashion Design"
UNIV ZHEJIANG SHANDONG IND TECHNOLOGY RE,Information not readily available,"Shandong, China",Focuses on industrial technology research and development in collaboration with Zhejiang University.,Information not readily available,Research & Development,Yes,No,Yes,No,Research Institute,Industrial Technology
UNIV ZHEJIANG SHANGHAI ADVANCED STUDY,Information not readily available,"Shanghai, China","A research institute focusing on advanced technologies and innovations, affiliated with Zhejiang University.",Information not readily available,Research & Development,Yes,No,Yes,No,Research Institute,Advanced Technologies
UNIV ZHEJIANG SHUREN,http://www.zjsru.edu.cn/,"Hangzhou, Zhejiang, China",A private university offering various undergraduate and graduate programs.,1984,Higher Education,No,Yes,Yes,No,Private University,Various Disciplines
UNIV ZHEJIANG SIR RUN RUN SHAW HOSPITAL,http://www.srrsh.com/,"Hangzhou, Zhejiang, China","A leading teaching hospital affiliated with Zhejiang University, known for its medical services and research.",1994,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research"
UNIV ZHEJIANG TECHNOLOGY,http://www.zjut.edu.cn/,"Hangzhou, Zhejiang, China","Offers a wide range of engineering and technology programs, with a focus on innovation and applied research.",1953,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Technology"
UNIV ZHEJIANG WOMENS HOSPITAL SCHOOL MED,Information not readily available,"Hangzhou, Zhejiang, China","Specializes in women's health, affiliated with Zhejiang University School of Medicine.",Information not readily available,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Women's Health, Medicine"
UNIV ZHENGZHO FIRST AFFILIATED HOSPITAL,http://www.zzu.edu.cn/,"Zhengzhou, Henan, China","One of the largest hospitals in China, offering comprehensive medical services, education, and research.",Information not readily available,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research"
UNIV ZHENGZHOU,http://www.zzu.edu.cn/,"Zhengzhou, Henan, China","A major comprehensive university in China, known for its strong research programs across various disciplines.",1956,Higher Education,Yes,No,Yes,Yes (First Affiliated Hospital),Public University,Various Disciplines
UNIV ZHENGZHOU AFFILIATED HOSPITAL,Information not readily available,"Zhengzhou, Henan, China","Provides comprehensive medical services and education, affiliated with Zhengzhou University.",Information not readily available,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research"
UNIV ZHENGZHOU LIGHT IND,http://www.zzuli.edu.cn/,"Zhengzhou, Henan, China","Zhengzhou University of Light Industry focuses on engineering and technology, with specializations in light industry and food sciences. It is known for its research and innovation in these fields.",1977,Higher Education,Yes,No,Yes,No,Public University,"Engineering, Food Sciences, Light Industry"
UNIV ZHENGZHOU SECOND AFFILIATED HOSPIT,http://www.z2hospital.com/,"Zhengzhou, Henan, China","The Second Affiliated Hospital of Zhengzhou University is a comprehensive medical institution offering a full range of medical services, research, and education. It is a key hospital in Henan Province and plays an important role in clinical teaching for Zhengzhou University.",Information not readily available,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research, Healthcare"
UNIV ZHONG SHAN HOSPITAL FUDAN,http://www.zs-hospital.sh.cn/,"Shanghai, China","Zhongshan Hospital is a major teaching hospital affiliated with Fudan University, offering top-tier medical services, research, and education. It is recognized for its excellence in multiple medical specialties and its significant contributions to medical research in China.",1937,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research, Healthcare"
UNIV ZHONGSHAN SOUTH CHINA TECHNOLOGY,http://www.sysu.edu.cn/,"Guangzhou, Guangdong, China","Zhongshan University, also known as Sun Yat-sen University, is a comprehensive research university with strong programs in science, engineering, medicine, and technology. It is a prestigious institution in South China and plays a leading role in research and education in the region.",1924,Higher Education,Yes,No,Yes,Yes (Affiliated Hospitals),Public University,"Engineering, Medicine, Technology, Sciences"
UNIV ZUERICH,http://www.uzh.ch/,"Zurich, Switzerland","The University of Zurich is the largest university in Switzerland and one of the leading research universities in Europe. It offers a wide range of programs across various disciplines, with a strong emphasis on research and innovation.",1833,Higher Education,Yes,No,Yes,Yes (University Hospital Zurich),Public University,"Various Disciplines including Medicine, Sciences, Humanities"
UNIV ZUNYI MEDICAL,http://www.zmu.edu.cn/,"Zunyi, Guizhou, China",Zunyi Medical University is a medical university offering education in various fields of medicine and healthcare. It is recognized for its contributions to medical education and research in southwestern China.,1947,Higher Education,Yes,No,Yes,Yes (Affiliated Hospitals),Medical University,"Medicine, Healthcare, Clinical Research"
UNIV ZUNYI MEDICAL AFFILIATED HOSPITAL,http://www.zmu.edu.cn/,"Zunyi, Guizhou, China",The Affiliated Hospital of Zunyi Medical University is a key teaching hospital affiliated with Zunyi Medical University. It offers comprehensive medical services and plays a significant role in clinical teaching and research in the region.,Information not readily available,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research, Healthcare"
UNIV ZUNYI MEDICAL ZHUHAI CAMPUS,http://www.zmu.edu.cn/,"Zhuhai, Guangdong, China","The Zhuhai Campus of Zunyi Medical University serves as a secondary campus providing medical education and research opportunities. It extends the university's reach and capabilities in the Guangdong region, focusing on producing healthcare professionals.",Information not readily available,Higher Education,Yes,No,Yes,No (But has close ties to affiliated hospitals),Public University Campus,"Medicine, Healthcare, Clinical Research"
UNIV ZUNYI NORMAL,http://www.zync.edu.cn/,"Zunyi, Guizhou, China",Zunyi Normal University focuses on teacher education and offers a wide range of undergraduate and graduate programs in various disciplines. It plays an essential role in training educators in the region.,1907,Higher Education,Yes,No,Yes,No,Public University,"Education, Humanities, Sciences"
UNIV ZURICH,http://www.uzh.ch/,"Zurich, Switzerland","The University of Zurich is a leading research university in Europe, known for its comprehensive academic offerings across various disciplines, including humanities, natural sciences, and medicine. It is the largest university in Switzerland.",1833,Higher Education,Yes,No,Yes,Yes (Affiliated with University Hospital Zurich),Public University,"Medicine, Sciences, Humanities, Social Sciences"
UNIVERSITAETSKLINIKUM JENA,https://www.uniklinikum-jena.de/,"Jena, Thuringia, Germany",University Hospital Jena is a major medical and research institution affiliated with Friedrich Schiller University Jena. It offers a wide range of medical services and is known for its research and teaching excellence in medicine.,1811,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Clinical Research, Healthcare"
UNIVERSITAETSKLINIKUM KNAPPSCHAFTSKRANKE,https://www.klinikum-westfalen.de/,"Bochum, North Rhine-Westphalia, Germany",University Hospital Knappschaftskrankenhaus Bochum is affiliated with Ruhr University Bochum and is known for its comprehensive medical care and research activities. It serves as a major teaching hospital in the region.,1909,"Healthcare, Higher Education",Yes,No,Yes,Yes,Teaching Hospital,"Medicine, Healthcare, Clinical Research"
UNM RAINFOREST INNOVATIONS,https://innovations.unm.edu/,"Albuquerque, New Mexico, USA",UNM Rainforest Innovations is the technology transfer and economic development arm of the University of New Mexico. It facilitates the commercialization of university research and fosters innovation and entrepreneurship.,1995,"Technology Transfer, Economic Development",No,Yes (Non-profit),Yes (Focus on commercialization),No,Research and Development Organization,"Technology Transfer, Innovation, Economic Development"
UTTARANCHAL COLLEGE SCI & TECHNOLOGY,http://ucstdoon.com/,"Dehradun, Uttarakhand, India",Uttaranchal College of Science & Technology offers undergraduate and postgraduate programs in various scientific disciplines. It is known for its focus on practical education and research in the fields of science and technology.,2002,Higher Education,No,Yes,Yes,No,Private College,"Science, Technology, Research"
VARDHAMAN ENG COLLEGE,http://vardhaman.org/,"Hyderabad, Telangana, India","Vardhaman Engineering College is a leading engineering institution in Telangana, offering undergraduate and postgraduate programs in various engineering disciplines. It is known for its focus on innovation, research, and quality education.",1999,Higher Education,No,Yes,Yes,No,Private Engineering College,"Engineering, Technology, Research"
VASAVI COLLEGE ENG,https://www.vce.ac.in/,"Hyderabad, Telangana, India","Vasavi College of Engineering is one of the top engineering colleges in Hyderabad, offering a range of undergraduate and postgraduate programs in engineering and technology. It is known for its strong academic programs and industry collaborations.",1981,Higher Education,No,Yes,Yes,No,Private Engineering College,"Engineering, Technology, Research"
VASUDEVAN COLLEGE ENG & TECHNOLOGY PRINC,Information not readily available,"Tamil Nadu, India","Vasudevan College of Engineering & Technology is an engineering institution in Tamil Nadu, India, offering undergraduate and postgraduate programs in various engineering disciplines. The college focuses on providing quality education and fostering technical skills among students.",Information not readily available,Higher Education,No,Yes,Yes,No,Private Engineering College,"Engineering, Technology"
VIDYAVARDHAKA ENG COLLEGE,https://www.vvce.ac.in/,"Mysuru, Karnataka, India","Vidyavardhaka College of Engineering is a prominent engineering institution in Karnataka, India. It offers undergraduate and postgraduate programs in various engineering and technology disciplines. VVCE is known for its emphasis on innovation, research, and industry collaboration.",1997,Higher Education,No,Yes,Yes,No,Private Engineering College,"Engineering, Technology, Research"
VSB ENG TECHNICAL COLLEGE CAMPUS,http://www.vsbec.com/,"Karur, Tamil Nadu, India","VSB Engineering College is a well-established engineering institution in Tamil Nadu, India. It provides various undergraduate and postgraduate programs in engineering, emphasizing practical learning, research, and development. The college is part of the VSB Group of Institutions.",2002,Higher Education,No,Yes,Yes,No,Private Engineering College,"Engineering, Technology, Research"
VUNIV LAB CO LTD,Information not readily available,Information not readily available,"VUNIV Lab Co. Ltd. appears to be a research and development company, possibly associated with university labs or academic institutions. Specific details about this company, including its location and focus areas, are not readily available.",Information not readily available,Research & Development,No,Yes,Yes,No,Private Research Company,Research & Development
WALCHAND ENG COLLEGE,http://www.walchandsangli.ac.in/,"Sangli, Maharashtra, India","Walchand College of Engineering is one of the oldest and most prestigious engineering colleges in Maharashtra, India. It offers undergraduate, postgraduate, and doctoral programs in various engineering disciplines. The college is known for its strong academic programs and contributions to engineering research.",1947,Higher Education,Yes (Autonomous Institute),No,Yes,No,Autonomous Engineering College,"Engineering, Technology, Research"
WUHAN ACAD AGRIC SCI,http://www.whswdk.cn/,"Wuhan, Hubei, China","The Wuhan Academy of Agricultural Sciences is a prominent research institution focused on agricultural research and development. It plays a crucial role in advancing agricultural practices, technologies, and innovations in the Hubei region and beyond.",Information not readily available,Agricultural Research,Yes,No,Yes,No,Research Institution,"Agriculture, Biotechnology, Environmental Science"
XINGYI NORMAL COLLEGE NATIONALITIES,http://www.xynun.cn/,"Xingyi, Guizhou, China","Xingyi Normal College for Nationalities is a higher education institution dedicated to teacher training and education for minority nationalities in China. It offers various programs in education, humanities, and social sciences, contributing to the development of education in the region.",1956,Higher Education,Yes,No,Yes,No,Public Normal College,"Education, Humanities, Social Sciences"
YADAV ENG COLLEGE PANDIAN SARASWATHI,http://www.pandyengg.ac.in/,"Sivagangai, Tamil Nadu, India","Pandian Saraswathi Yadav Engineering College is an engineering institution in Tamil Nadu, India. It provides undergraduate and postgraduate programs in various engineering disciplines, focusing on technical education and research.",2000,Higher Education,No,Yes,Yes,No,Private Engineering College,"Engineering, Technology, Research"
YADRAV ENG COLLEGE SHARAD TECHNOLOGY INS,http://www.sitcoe.org.in/,"Yadrav, Maharashtra, India","Sharad Institute of Technology, College of Engineering, is an engineering college in Yadrav, Maharashtra. It offers various undergraduate and postgraduate programs in engineering, emphasizing practical education, research, and innovation.",2009,Higher Education,No,Yes,Yes,No,Private Engineering College,"Engineering, Technology, Research"
YEUNGNAM COLLEGE SCI & TECHNOLOGY IND AC,http://www.ync.ac.kr/,"Daegu, South Korea","Yeungnam College of Science & Technology is a leading vocational and technical college in South Korea. The Industrial-Academic Cooperation Foundation fosters collaboration between the college and industry, promoting innovation, research, and the development of skilled professionals.",1968,"Higher Education, Vocational Training",No,Yes,Yes (Focus on industrial collaboration),No,Private College,"Science, Technology, Vocational Training"
YIBIN VOCATIONAL & TECH COLLEGE,http://www.ybzy.cn/,"Yibin, Sichuan, China","Yibin Vocational & Technical College is a vocational college in Sichuan, China, offering various technical and professional training programs. The college focuses on equipping students with practical skills and knowledge to meet the demands of the workforce.",1979,Vocational Education,Yes,No,Yes (Focus on vocational training),No,Public Vocational College,"Technical Education, Vocational Training"
YISSUM RES DEV CO HEBREW UNIV JERUSALEM,https://www.yissum.co.il/,"Jerusalem, Israel",Yissum is the technology transfer company of the Hebrew University of Jerusalem. It is responsible for the commercialization of research and innovation developed at the university. Yissum plays a crucial role in bridging the gap between academic research and industry applications.,1964,"Technology Transfer, Research & Development",No,Yes (Affiliated with a public university),Yes,No,Technology Transfer Company,"Research Commercialization, Innovation, Technology Transfer"
UNIV SOUTHERN SCI & TECHNOLOGY,http://www.usst.edu.cn/,"Shenzhen, Guangdong, China","The University of Southern Science and Technology is a prominent research university in Shenzhen, China. It is known for its focus on science and technology, offering a range of undergraduate, master's, and doctoral programs. The university emphasizes innovation, research, and collaboration with industries.",2006,Higher Education,Yes,No,Yes,No,Public Research University,"Science, Technology, Engineering"
UNIV YEUNGNAM RES COOP FOUND,http://www.yu.ac.kr/eng/,"Daegu, South Korea","The Yeungnam University Research and Business Cooperation Foundation is a part of Yeungnam University, focusing on fostering research collaboration and business partnerships. The foundation aims to bridge the gap between academic research and industrial application, promoting innovation and technology transfer.",Information not readily available,Research & Business Cooperation,No,Yes (Part of a private university),Yes,No,University Research and Business Cooperation Foundation,"Research, Technology Transfer, Business Collaboration"
CMR ENG COLLEGE,https://cmrec.ac.in/,"Hyderabad, Telangana, India","CMR Engineering College is an engineering institution in Hyderabad, India, affiliated with Osmania University. It offers a range of undergraduate and postgraduate programs in engineering and technology. The college is known for its commitment to providing quality education and fostering research and development.",1980,Higher Education,No,No,No (Focuses on teaching and training),No,Private Engineering College,"Engineering, Technology, Computer Science, Electrical Engineering, Mechanical Engineering"
