Company Name,Website,Location,About,Founded Year,Industry,Is Government Institute,Is a Private Company,Is a Research Institution,Is a Medical Center,Academic Institute Type,Academic Areas
DALI PRECISION CO LTD,,China,"A company specializing in precision engineering and manufacturing, providing components and assemblies for industries including aerospace, automotive, and electronics.",,Precision Engineering and Manufacturing,No,Yes,No,No,,
DALIAN BIM TECHNOLOGY CO LTD,,China,"A technology company focused on Building Information Modeling (BIM), providing software solutions and consulting services to improve the efficiency and accuracy of construction projects.",,Technology and Construction,No,Yes,No,No,,
DALIAN BITEOMICS TECHNOLOGY CO LTD,,China,"A biotechnology company specializing in microbial genomics and bioprocessing, offering solutions for industrial fermentation, environmental protection, and bioenergy.",,Biotechnology and Microbial Genomics,No,Yes,Yes,No,,
DALIAN FUSHENG NATURAL MEDICINE DEV CO,,China,"A company engaged in the research, development, and production of natural medicines and health products, focusing on herbal formulations and traditional Chinese medicine.",,Natural Medicine and Pharmaceuticals,No,Yes,Yes,No,,
DALIAN JINGTAI BIOTECHNOLOGY CO LTD,,China,"A biotechnology company focused on the development and production of diagnostic reagents, vaccines, and therapeutic proteins for various medical applications.",,Biotechnology and Diagnostics,No,Yes,Yes,No,,
DALIAN LVXING ENVIRONMENTAL PROTECTION,,China,"A company dedicated to providing environmental protection solutions, including air and water purification systems, waste management, and sustainable development consulting.",,Environmental Protection and Sustainability,No,Yes,No,No,,
DALIAN MEDICAL INSTR CO LTD,,China,"A manufacturer of medical instruments and devices, offering a range of products for hospitals and clinics, including diagnostic tools, surgical instruments, and patient care equipment.",,Medical Devices,No,Yes,No,No,,
DALIAN SANBO BIOTECHNOLOGY CO LTD,,China,"A biotechnology company involved in the development and production of biopharmaceutical products, focusing on innovative therapies for cancer and infectious diseases.",,Biotechnology and Biopharmaceuticals,No,Yes,Yes,No,,
DALIAN ZHEN-AO PHARM CO LTD,,China,"A pharmaceutical company that produces and markets a range of health supplements, nutraceuticals, and traditional Chinese medicines, emphasizing quality and innovation.",,Pharmaceuticals and Nutraceuticals,No,Yes,No,No,,
DALMIA CENT RES & DEV,,India,"A research and development center focused on innovation in cement and construction materials, aiming to develop sustainable and efficient building solutions.",,Construction Materials and Research,No,Yes,Yes,No,,
DALRADA HEALTH PROD,,United States,"A health and wellness company offering a range of products and services aimed at improving physical and mental well-being, including supplements, healthcare devices, and digital health solutions.",,Health and Wellness,No,Yes,No,No,,
DAMIT HOLDINGS PTY LTD,,Australia,"A private investment and holding company with interests in various industries including real estate, finance, and technology, providing strategic investment and management services.",,Investment and Holding,No,Yes,No,No,,
DANA FARBER CANCER INST INC,,United States,"A world-renowned cancer research and treatment institution, dedicated to providing advanced therapies and conducting cutting-edge research to find cures for various types of cancer.",,Healthcare and Cancer Research,No,No,Yes,Yes,,
DANISCO DEUT GMBH,,Germany,"A subsidiary of DuPont, Danisco specializes in food ingredients, enzymes, and bio-based products, providing solutions for the food, beverage, and pharmaceutical industries.",,Food Ingredients and Biotechnology,No,Yes,Yes,No,,
DANISCO US INC,,United States,"A leading provider of food ingredients and biosolutions, Danisco US focuses on enhancing the nutritional value, taste, and shelf life of food products, while also offering sustainable solutions for industrial applications.",,Food Ingredients and Biotechnology,No,Yes,Yes,No,,
DANNA HUNAN BIOTECHNOLOGY CO LTD,,China,"A biotechnology company engaged in the research, development, and production of biopharmaceutical products, focusing on innovative therapies and diagnostic tools.",,Biotechnology and Biopharmaceuticals,No,Yes,Yes,No,,
DANPER KK,,Japan,"A company involved in the production and distribution of agricultural products, with a focus on sustainable farming practices and high-quality food production.",,Agriculture and Food Production,No,Yes,No,No,,
DANSHENG BEIJING MEDICAL TECHNOLOGY CO,,China,"A medical technology company specializing in the development of diagnostic equipment and medical devices for hospitals and clinics, with a focus on improving healthcare delivery.",,Medical Devices and Technology,No,Yes,No,No,,
DANSTAR FERMENT AG,,Switzerland,"A biotechnology company focused on the production of yeast and other fermentation products, supplying industries such as brewing, baking, and biofuel production.",,Biotechnology and Fermentation,No,Yes,Yes,No,,
DANYEL BIOTECH LTD,,Israel,"A biotechnology company providing research products and services, including reagents, antibodies, and custom research solutions for the life sciences industry.",,Biotechnology and Research Products,No,Yes,Yes,No,,
DANZHOU SHANGZHAN TUMOUR FOOD RES INST,,China,"A research institute focused on the study of tumor-related food products, exploring the potential therapeutic effects of various dietary compounds on cancer prevention and treatment.",,Research and Food Science,No,Yes,Yes,No,,
DAONS CO LTD,,South Korea,"A technology company specializing in biometric solutions, including fingerprint and facial recognition systems, for security and identification purposes.",,Technology and Biometrics,No,Yes,No,No,,
DAOZHI PRECISION MEDICINE TECHNOLOGY SHANGHAI CO LTD,,China,"A company focused on precision medicine, developing personalized medical treatments and diagnostics based on genetic and molecular analysis.",,Precision Medicine and Biotechnology,No,Yes,Yes,No,,
DAQING RUISAIKE ENVIRONMENTAL PROTECTION,,China,"A company providing environmental protection services, including waste management, pollution control, and sustainable development solutions for various industries.",,Environmental Protection and Sustainability,No,Yes,No,No,,
DARTSBIO PHARM LTD,,China,"A pharmaceutical company specializing in the development and production of generic drugs and biosimilars, focusing on affordability and accessibility of healthcare.",,Pharmaceuticals and Generic Drugs,No,Yes,No,No,,
DAS CO LTD,,South Korea,"A leading supplier of automotive parts, including seats and interior components, providing innovative solutions to global automotive manufacturers.",,Automotive and Manufacturing,No,Yes,No,No,,
DAS P,,South Korea,"A subsidiary or related entity of DAS CO LTD, focusing on specific products or services within the automotive or related sectors.",,Automotive and Manufacturing,No,Yes,No,No,,
DATANG INT BEIJING GAOJING THERMAL POWER,,China,"A thermal power plant operated by Datang International, providing electricity and heat to Beijing and surrounding regions, with a focus on efficiency and environmental impact.",,Energy and Power Generation,Yes,No,No,No,,
DATAROBOT INC,,United States,"A leader in AI-driven predictive analytics, DataRobot provides an automated machine learning platform that helps organizations build and deploy accurate predictive models quickly.",,Artificial Intelligence and Data Science,No,Yes,Yes,No,,
DATAVERISYS LLC,,United States,"A company offering data verification and validation services, specializing in ensuring the integrity and accuracy of data for various applications, including finance and healthcare.",,Data Management and Technology,No,Yes,No,No,,
DAV ACQUISITION CORP,,United States,"A special purpose acquisition company (SPAC) involved in acquiring and merging with companies in various industries, with a focus on creating value for shareholders.",,Finance and Investment,No,Yes,No,No,,
DAWATEK INC,,United States,"A technology company providing innovative solutions in areas such as energy efficiency, environmental protection, and smart technology, aimed at enhancing sustainability.",,Technology and Environmental Solutions,No,Yes,No,No,,
DAWIN CO LTD,,South Korea,"A company involved in the manufacturing and supply of electronic components and systems, catering to industries such as automotive, telecommunications, and consumer electronics.",,Electronics and Manufacturing,No,Yes,No,No,,
DAWN INC,,South Korea,"A diversified company offering products and services in areas such as construction, real estate, and consumer goods, with a focus on innovation and quality.",,Construction and Real Estate,No,Yes,No,No,,
DAYING TRADITIONAL CHINESE MEDICINE HOSP,,China,"A hospital specializing in traditional Chinese medicine, providing a range of healthcare services including herbal medicine, acupuncture, and wellness programs.",,Healthcare and Traditional Medicine,No,No,No,Yes,,
DB TECH CO LTD,,South Korea,"A technology company specializing in software development, IT consulting, and system integration services, catering to various industries including finance, healthcare, and manufacturing.",,Information Technology and Software,No,Yes,No,No,,
DBAPPSECURITY CO LTD,,China,"A leading cybersecurity company providing solutions for network security, data protection, and cybersecurity risk management, serving clients across various industries.",,Cybersecurity and Technology,No,Yes,No,No,,
DD SUPPLY CO LTD,,Thailand,"A company engaged in the supply and distribution of industrial products and equipment, serving sectors such as manufacturing, construction, and energy.",,Industrial Supply and Distribution,No,Yes,No,No,,
DEAD SEA MEDICA LTD,,Israel,"A company focused on the production of skincare and health products derived from Dead Sea minerals, known for their therapeutic properties and natural ingredients.",,Skincare and Health Products,No,Yes,No,No,,
DEAVER CO LTD,,South Korea,"A company specializing in the design and manufacture of high-quality audio equipment and consumer electronics, emphasizing innovation and superior sound quality.",,Consumer Electronics and Audio Equipment,No,Yes,No,No,,
DEBIOPHARM INT SA,,Switzerland,"A biopharmaceutical company focused on developing innovative therapies in oncology, infectious diseases, and other critical areas, aiming to bring breakthrough medicines to patients.",,Biopharmaceuticals,No,Yes,Yes,No,,
DEBIOTECH SA,,Switzerland,"A medical technology company specializing in the development of innovative devices for the treatment of chronic diseases, including diabetes and kidney failure.",,Medical Technology and Devices,No,Yes,Yes,No,,
DEBIQI BIOLOGICAL TECHNOLOGY XIAMEN CO,,China,"A biotechnology company focused on the research, development, and production of biological products, including diagnostic reagents and therapeutic proteins.",,Biotechnology,No,Yes,Yes,No,,
DEBOGY MOLECULAR INC,,United States,A molecular technology company developing novel therapeutics using proprietary molecular targeting and drug delivery systems to treat a range of diseases.,,Molecular Technology and Pharmaceuticals,No,Yes,Yes,No,,
DECIMA DIAGNOSTICS LLC,,United States,"A diagnostics company focused on developing advanced diagnostic tools for early disease detection, including molecular and imaging technologies.",,Diagnostics and Healthcare Technology,No,Yes,Yes,No,,
DECIMADX LLC,,United States,"A healthcare technology company specializing in data-driven diagnostics, leveraging artificial intelligence and machine learning to improve patient outcomes.",,Healthcare Technology and AI,No,Yes,Yes,No,,
DECIPHERA PHARM LLC,,United States,A pharmaceutical company focused on discovering and developing innovative treatments for cancer by targeting kinases involved in tumor growth and progression.,,Pharmaceuticals and Cancer Research,No,Yes,Yes,No,,
DECODE CURE LTD,,United Kingdom,A biotech company focused on developing gene therapies aimed at curing genetic disorders by correcting the underlying genetic mutations responsible for the diseases.,,Gene Therapy and Biotechnology,No,Yes,Yes,No,,
DECOY THERAPEUTICS INC,,United States,A biotechnology company developing novel immunotherapies designed to decoy the immune system into targeting cancer and other diseases more effectively.,,Biotechnology and Immunotherapy,No,Yes,Yes,No,,
DEEP CARDIO CO LTD,,China,"A company specializing in the development of advanced cardiovascular diagnostic and monitoring devices, focusing on early detection and prevention of heart diseases.",,Medical Devices and Cardiovascular Health,No,Yes,Yes,No,,
DEEPNORTH INC,,United States,"A technology company focused on developing AI and machine learning solutions for various industries, including healthcare, retail, and logistics, to optimize operations and improve efficiency.",,Artificial Intelligence and Technology Solutions,No,Yes,No,No,,
DEEPVERGE IRELAND LTD,,Ireland,"A company specializing in environmental diagnostics and monitoring, utilizing advanced sensors and AI to detect and analyze pollutants in water, air, and soil.",,Environmental Diagnostics and Technology,No,Yes,Yes,No,,
DEFENCE RES & DEV ORG,,India,"A government organization focused on research and development of defense technologies, including advanced weapons, surveillance systems, and military support technologies.",,Defense Research and Development,Yes,No,Yes,No,,
DEFENCE THERAPEUTICS INC,,Canada,"A biopharmaceutical company developing next-generation vaccines and immunotherapies aimed at enhancing the immune response against various diseases, including cancer.",,Biopharmaceuticals and Immunotherapy,No,Yes,Yes,No,,
DEFNE TELEKOMUENIKASYON AS,,Turkey,"A telecommunications company offering a wide range of services, including mobile communication, internet services, and enterprise solutions, focusing on innovation and customer satisfaction.",,Telecommunications,No,Yes,No,No,,
DEJIA HARMONY LLC,,United States,"A health and wellness company focused on developing natural supplements, health products, and lifestyle solutions to promote overall well-being and balance.",,Health and Wellness,No,Yes,No,No,,
DEKA PROD LP,,United States,"A company specializing in the development and production of high-precision medical devices and robotics, aimed at improving patient outcomes and advancing medical technology.",,Medical Devices and Robotics,No,Yes,Yes,No,,
DEL-PESTI CENTRUMKORHAZ ORSZAGOS HEMATOL,,Hungary,A national hematology center providing advanced treatment for blood disorders and conducting research in the field of hematology and blood-related diseases.,,Healthcare and Hematology Research,Yes,No,Yes,Yes,,
DELBRUECK CENT MOLEKULARE MEDIZIN MAX,,Germany,"A leading research center in molecular medicine, focusing on understanding the molecular mechanisms of diseases to develop targeted therapies and precision medicine.",,Molecular Medicine and Research,No,Yes,Yes,No,,
DELICATESSEN IDEAS AGITADAS SL,,Spain,"A creative agency specializing in innovative marketing and branding solutions for various industries, helping companies develop unique and effective brand strategies.",,Marketing and Branding,No,Yes,No,No,,
DELIFU XIAMEN BIOTECHNOLOGY CO LTD,,China,"A biotechnology company engaged in the development and production of biological products, including vaccines, diagnostics, and therapeutic agents.",,Biotechnology,No,Yes,Yes,No,,
DELISI GROUP CO LTD,,China,"A diversified conglomerate with interests in industries such as food processing, real estate, and financial services, with a focus on quality and sustainability.",,Conglomerate and Food Processing,No,Yes,No,No,,
DELPHINUS BIOTECH SRL,,Italy,"A biotechnology company focused on the development of innovative biotechnological solutions for healthcare, agriculture, and environmental protection.",,Biotechnology,No,Yes,Yes,No,,
DELTA 4 GMBH,,Germany,"A technology company specializing in the development of advanced software solutions for industrial automation, data management, and process optimization.",,Technology and Industrial Automation,No,Yes,No,No,,
DELTA ELECTRONICS INT SINGAPORE PTE LTD,,Singapore,"A global provider of power and thermal management solutions, offering innovative products and services to improve energy efficiency across various industries.",,Power and Energy Solutions,No,Yes,No,No,,
DELTA NEXT-GENE LLC,,United States,A biotechnology company focused on next-generation genomic technologies for improving diagnostics and personalized medicine.,,Biotechnology and Genomics,No,Yes,Yes,No,,
DELTA T LLC,,United States,A technology company specializing in software and hardware solutions for data analysis and technology integration.,,Technology and Data Solutions,No,Yes,No,No,,
DENKA CO LTD,,Japan,"A chemical company providing a wide range of products and solutions in chemicals, plastics, and electronics, including specialty materials and industrial chemicals.",,Chemicals and Materials,No,Yes,No,No,,
DENSO CORP,,Japan,"A leading global automotive supplier of advanced technology, systems, and components, including electronics, thermal systems, and powertrain technologies.",,Automotive Technology and Components,No,Yes,No,No,,
DENTEC SAFETY SPECIALISTS INC,,Canada,"A company specializing in the design and manufacture of personal protective equipment, including safety gear and respiratory protection for various industries.",,Safety and Personal Protective Equipment,No,Yes,No,No,,
DENTSAFE BIOMEDICAL INC,,United States,A biomedical company focused on developing dental technologies and products for oral health and disease prevention.,,Biomedical and Dental Technologies,No,Yes,Yes,No,,
DENVER HEALTH & HOSPITAL AUTHORITY,,United States,"A comprehensive health care system providing medical services, including emergency care, outpatient services, and specialized treatment, serving the Denver area.",,Healthcare and Hospitals,Yes,No,No,Yes,,
DEPT BIOTECHNOLOGY,,,"A biotechnology company involved in research and development of biotechnological solutions for various applications, including healthcare and agriculture.",,Biotechnology,No,Yes,Yes,No,,
DERMO MAGISTER SL,,Spain,"A company specializing in dermatological products and services, including treatments for skin conditions and aesthetic procedures.",,Dermatology and Aesthetics,No,Yes,No,No,,
DERMOCOVID LLC,,United States,A biotech company focused on developing dermatological treatments and technologies related to COVID-19 and its impact on skin health.,,Biotechnology and Dermatology,No,Yes,Yes,No,,
DERMOPARTNERS SL,,Spain,"A dermatological company providing a range of skin care products and services, including advanced treatments and cosmetic procedures.",,Dermatology and Cosmetic Procedures,No,Yes,No,No,,
DERMOWAVE LTDA,,Brazil,"A company specializing in dermatological and aesthetic technologies, including non-invasive treatments and skincare solutions.",,Dermatology and Aesthetics,No,Yes,No,No,,
DESIGN CARE CO,,United States,"A design company providing innovative solutions for healthcare environments, focusing on creating user-centered designs for medical facilities and products.",,Design and Healthcare Solutions,No,Yes,No,No,,
DESIGN TECHNOLOGY CORP GMBH,,Germany,"A company specializing in design and technology solutions for industrial and consumer applications, including engineering, product development, and design consulting.",,Design and Technology Solutions,No,Yes,No,No,,
DESIGN-ZYME LLC,,United States,"A biotechnology company focused on developing innovative enzyme-based technologies for various applications, including pharmaceuticals and industrial processes.",,Biotechnology and Enzyme Technology,No,Yes,Yes,No,,
DESIGNSTATION KIKI INC,,Japan,"A design and technology company specializing in creative solutions for product design, engineering, and innovation across various industries.",,Design and Innovation,No,Yes,No,No,,
DESTOUCHES SARL L,,France,"A company providing innovative solutions and services in the field of touch technology, including advanced touchscreens and interactive systems.",,Touch Technology and Electronics,No,Yes,No,No,,
DETECT INC,,United States,"A company specializing in advanced detection technologies for various applications, including security, health, and industrial monitoring.",,Detection and Monitoring Technologies,No,Yes,No,No,,
DEUT KREBSFORSCHUNGSZENT,,Germany,"A research center dedicated to cancer research and treatment, focusing on innovative therapies and improving understanding of cancer biology.",,Cancer Research and Treatment,No,No,Yes,No,,
DEUT PRIMATENZENTRUM GMBH,,Germany,"A research center specializing in primate studies, focusing on understanding primate behavior and biology for medical and scientific research.",,Primate Research,No,Yes,Yes,No,,
DEUT RHEUMA FORSCHUNGSZENTRUM,,Germany,"A research center focused on rheumatology and autoimmune diseases, working on developing new treatments and understanding disease mechanisms.",,Rheumatology Research,No,No,Yes,No,,
DEUT TELEKOM AG,,Germany,"A leading global telecommunications company providing a range of services including mobile, internet, and data solutions.",,Telecommunications,No,Yes,No,No,,
DEUT ZENT INFEKTIONSFORSCHUNG EV,,Germany,"A research center dedicated to infectious disease research, focusing on developing new treatments and understanding disease mechanisms.",,Infectious Disease Research,No,No,Yes,No,,
DEUT ZENT LUFT & RAUMFAHRT EV,,Germany,"A research institution specializing in aerospace technology and research, focusing on advancements in aviation and space exploration.",,Aerospace Research,No,No,Yes,No,,
DEUT ZENT NEURODEGENERATIVE ERKRANKUNGEN,,Germany,"A research center focused on neurodegenerative diseases, working on understanding disease mechanisms and developing new treatments.",,Neurodegenerative Disease Research,No,No,Yes,No,,
DEV FOUR FRIENDS SL,,Spain,"A company specializing in technology and software solutions for various industries, including healthcare and business applications.",,Technology and Software Solutions,No,Yes,No,No,,
DEVACELL INC,,United States,A biotechnology company focused on developing cellular therapies and regenerative medicine solutions.,,Biotechnology and Cellular Therapies,No,Yes,Yes,No,,
DEVERA THERAPEUTICS INC,,United States,A biopharmaceutical company developing novel therapeutic agents for the treatment of serious diseases.,,Biopharmaceuticals,No,Yes,Yes,No,,
DEVMAR PROD LLC,,United States,A company specializing in the production and development of medical and pharmaceutical products.,,Medical and Pharmaceutical Production,No,Yes,No,No,,
DEWTEQ TECHNOLOGIES PRIVATE LTD OPC,,India,"A technology company providing solutions in various fields, including IT services and technology consulting.",,Technology and IT Services,No,Yes,No,No,,
DEXIAN AUTOMOBILE TECHNOLOGY SHANGHAI CO,,China,A company specializing in automotive technology and engineering solutions for vehicle systems and components.,,Automotive Technology,No,Yes,No,No,,
DEXON PHARM INC,,United States,A pharmaceutical company focused on developing and commercializing therapeutic products for various medical conditions.,,Pharmaceuticals,No,Yes,Yes,No,,
DEYANG PEOPLES HOSPITAL,,China,"A general hospital providing a wide range of medical services, including emergency care, surgery, and specialized treatment.",,Healthcare and Hospitals,No,No,No,Yes,,
DEZHOU YATAI GROUP CO LTD,,China,"A diversified group involved in various industries, including manufacturing, technology, and healthcare.",,Manufacturing and Diversified Industries,No,Yes,No,No,,
DFA ENDUESTRIYEL YATIRIMLAR AS,,Turkey,"A company focused on industrial investments and technology solutions for various sectors, including manufacturing and engineering.",,Industrial Investments and Technology,No,Yes,No,No,,
DG GROUP SPA,,Italy,"A diversified group involved in various sectors, including industrial manufacturing, technology, and healthcare.",,Diversified Industries,No,Yes,No,No,,
DHANVANTRI BIOMEDICAL PRIVATE LTD,,India,"A biotechnology company specializing in biomedical research and development, focusing on innovative health solutions.",,Biotechnology and Biomedical Research,No,Yes,Yes,No,,
DHARMACON INC,,United States,A biopharmaceutical company developing novel therapeutics and medical solutions for various diseases and conditions.,,Biopharmaceuticals,No,Yes,Yes,No,,
DI HEALTH LTD,,,"A company focused on health technology solutions, including diagnostic tools and health management systems.",,Health Technology,No,Yes,No,No,,
DI TGREEN,,,"A company providing green technology solutions, focusing on environmental sustainability and clean technology.",,Green Technology and Sustainability,No,Yes,No,No,,
DIA IMAGING ANALYSIS,,,"A company specializing in imaging analysis technologies for medical and research applications, including diagnostic imaging and data analysis.",,Imaging Analysis and Technology,No,Yes,No,No,,
DIABOTS GMBH,,Germany,A biotechnology company focused on developing innovative solutions for diabetes management and treatment.,,Biotechnology and Diabetes Treatment,No,Yes,Yes,No,,
DIACARTA LLC,,United States,A biotechnology company specializing in advanced diagnostic and therapeutic technologies for personalized medicine.,,Biotechnology and Diagnostics,No,Yes,Yes,No,,
DIACCURATE,,,A company focused on precision diagnostics and accurate testing solutions for various medical applications.,,Diagnostics and Testing,No,Yes,No,No,,
DIACLONE LLC,,United States,A company specializing in the development of monoclonal antibodies and diagnostic assays for research and clinical applications.,,Biotechnology and Diagnostics,No,Yes,Yes,No,,
DIAGMETRICS INC,,United States,A company specializing in diagnostic technologies and solutions for medical and healthcare applications.,,Diagnostics and Medical Technology,No,Yes,No,No,,
DIAGNOSE EARLY INC,,United States,A company focused on developing early diagnostic solutions for various diseases and health conditions.,,Diagnostics,No,Yes,Yes,No,,
DIAGNOSIS BIOTECH SPA,,Italy,A biotechnology company specializing in the development of diagnostic products and technologies for medical use.,,Biotechnology and Diagnostics,No,Yes,Yes,No,,
DIAGNOSTIC SYSTEMS RES & PROD ASSOC,,United States,A company focused on the research and production of diagnostic systems and technologies for various medical applications.,,Diagnostic Systems,No,Yes,No,No,,
DIAGNOSTICS REAL WORLD LTD,,United Kingdom,A company specializing in real-world diagnostic solutions and technologies for healthcare and medical research.,,Diagnostics,No,Yes,No,No,,
DIAMEDICA USA INC,,United States,A company providing diagnostic and medical devices for various healthcare applications.,,Medical Devices and Diagnostics,No,Yes,No,No,,
DIAMETRICS INC,,United States,A company specializing in diagnostic metrics and analysis for healthcare applications.,,Diagnostics and Metrics,No,Yes,No,No,,
DIAMOND LIGHT SOURCE LTD,,United Kingdom,A synchrotron light source research facility providing advanced imaging and analysis for scientific research.,,Scientific Research and Imaging,No,No,Yes,No,,
DIANA & LESZCZYNSKI GBR VERTRETUNGSBERECHTIGTE GESELLSCHAFTE,,Germany,"A company involved in various sectors, including technology and consulting services.",,Technology and Consulting,No,Yes,No,No,,
DIANA BIOTECHNOLOGIES SRO,,Czech Republic,A biotechnology company focused on developing innovative biotechnological solutions and products.,,Biotechnology,No,Yes,Yes,No,,
DIANOMI THERAPEUTICS INC,,United States,A biopharmaceutical company developing novel therapeutics for various medical conditions.,,Biopharmaceuticals,No,Yes,Yes,No,,
DIANOSIC,,,A company focused on diagnostic technologies and solutions for various medical applications.,,Diagnostics,No,Yes,No,No,,
DIANOTECH BIOTECHNOLOGY NANJING CO LTD,,China,A biotechnology company specializing in research and development of innovative biotech solutions.,,Biotechnology,No,Yes,Yes,No,,
DIAPROBE,,,A company specializing in diagnostic and biotechnology solutions for medical and research purposes.,,Diagnostics and Biotechnology,No,Yes,No,No,,
DIAPROBE CO LTD,,China,A company focused on diagnostic technologies and products for medical applications.,,Diagnostics,No,Yes,No,No,,
DIASORIN ITAL SPA,,Italy,A global company specializing in diagnostic products and technologies for clinical and research use.,,Diagnostics,No,Yes,No,No,,
DIASORIN SPA,,Italy,"A company specializing in diagnostic products and technologies, with a focus on immunodiagnostics.",,Diagnostics,No,Yes,No,No,,
DIASYS DIAGNOSTIC SYSTEMS GMBH,,Germany,A company specializing in diagnostic systems and technology solutions for medical applications.,,Diagnostics,No,Yes,No,No,,
DIAZYME LAB INC,,United States,A company specializing in the development of enzyme-based diagnostic products and technologies.,,Diagnostics and Enzymes,No,Yes,No,No,,
DIESSE DIAGNOSTICA SENESE SPA,,Italy,A company specializing in diagnostic products and systems for clinical laboratories.,,Diagnostics,No,Yes,No,No,,
DIFFUSION PHARM LLC,,United States,A pharmaceutical company focused on developing diffusion-based drug delivery systems.,,Pharmaceuticals and Drug Delivery,No,Yes,Yes,No,,
DIFU RUNSI HEFEI BIOTECHNOLOGY CO LTD,,China,A biotechnology company focused on developing innovative biotech solutions and products.,,Biotechnology,No,Yes,Yes,No,,
DIGESTOME THERAPEUTICS INC,,United States,A biopharmaceutical company developing novel therapeutics targeting digestive system diseases.,,Biopharmaceuticals,No,Yes,Yes,No,,
DIGID GMBH,,Germany,A company specializing in digital solutions and technologies for various applications.,,Digital Solutions and Technology,No,Yes,No,No,,
DIGITRAN SOLUTIONS,,,A company providing digital solutions and technology for data analysis and management.,,Digital Solutions,No,Yes,No,No,,
DIGIWORKZ LTD,,,A company focused on digital and technology solutions for various industries.,,Technology Solutions,No,Yes,No,No,,
DIGNITY HEALTH,,United States,"A health system providing a wide range of medical services, including hospitals, clinics, and specialty care.",,Healthcare and Hospitals,No,No,No,Yes,,
DIKLATEX IND TEXTIL SA,,,A company involved in textile manufacturing and industrial textiles.,,Textile Manufacturing,No,Yes,No,No,,
DILONG TECHNOLOGY ZHONGSHAN CO LTD,,China,"A company specializing in technology solutions and products, including electronics and automation.",,Technology and Electronics,No,Yes,No,No,,
DIMERIX BIOSCI LTD,,Australia,A biotechnology company focused on developing therapeutics and innovative treatments for various diseases.,,Biotechnology,No,Yes,Yes,No,,
DINFECTOME MEDICAL TECHNOLOGY NANJING CO,,China,A company specializing in medical technology and infection control solutions.,,Medical Technology,No,Yes,No,No,,
DIOSYNVAX LTD,,,A company focused on developing vaccines and immunotherapies.,,Biotechnology and Vaccines,No,Yes,Yes,No,,
DIRECT BIOLOGICS LLC,,United States,A biopharmaceutical company specializing in biologics and regenerative medicine.,,Biopharmaceuticals,No,Yes,Yes,No,,
DIRUI IND CO LTD,,China,A company specializing in diagnostic products and medical devices.,,Diagnostics and Medical Devices,No,Yes,No,No,,
DISATI MEDICAL INC,,United States,A medical technology company focused on developing advanced diagnostic and therapeutic devices.,,Medical Technology,No,Yes,No,No,,
DISEASE CONTROL & PREVENTION OFFICE PLA,,,An office focused on disease control and prevention efforts.,,Public Health,Yes,No,No,No,,
DISEN STERILIZATION TECHNOLOGY XIAOGAN,,China,A company specializing in sterilization technology and solutions.,,Sterilization Technology,No,Yes,No,No,,
DISHANG GROUP CO LTD,,China,A diversified company involved in various sectors including biotechnology and manufacturing.,,Diversified,No,Yes,No,No,,
DISIKAIWEI SHENZHEN NEW DRUG DEV CO LTD,,China,A company focused on new drug development and innovative pharmaceutical solutions.,,Pharmaceuticals,No,Yes,Yes,No,,
DISINFECTSYS STERILIZATION TECHNOLOGY,,,A company specializing in sterilization systems and disinfectant technologies.,,Sterilization Technology,No,Yes,No,No,,
DISPENDIX GMBH,,Germany,A company specializing in dispensing systems and related technologies for laboratory and industrial use.,,Dispensing Systems,No,Yes,No,No,,
DISRUPTIVE MATERIALS PHARMA AB,,Sweden,A pharmaceutical company focused on developing disruptive materials and innovative drug delivery systems.,,Pharmaceuticals,No,Yes,Yes,No,,
DISRUPTIVE TECHNOLOGICAL ADVANCES LIFE,,,A company involved in advancing technology for life sciences and healthcare applications.,,Life Sciences and Technology,No,Yes,Yes,No,,
DITECPESA SA,,Spain,A company specializing in technology solutions for various industrial applications.,,Technology Solutions,No,Yes,No,No,,
DIVIS LAB LTD,,,A company involved in laboratory services and diagnostics.,,Laboratory Services,No,Yes,No,No,,
DIVYASAMPARK IHUB ROORKEE DEVICES MATERI,,India,A technology hub specializing in device development and materials for various applications.,,Technology and Materials,No,Yes,Yes,No,,
DIZARO BRASIL IND & COMERCIO BOJOS EIREL,,Brazil,"A company involved in industrial and commercial activities, including biotechnological solutions.",,Industrial and Commercial,No,Yes,No,No,,
DKS CO LTD,,Japan,A company specializing in technology and manufacturing solutions.,,Technology and Manufacturing,No,Yes,No,No,,
DLP CO LTD,,,A company focused on developing and manufacturing advanced technology products.,,Technology,No,Yes,No,No,,
DMC INC,,,A company involved in diagnostics and medical device solutions.,,Diagnostics and Medical Devices,No,Yes,No,No,,
DMG DEUT MALARIA GMBH,,Germany,A company focused on malaria research and therapeutic solutions.,,Malaria Research and Treatment,No,Yes,Yes,No,,
DNALITE THERAPEUTICS INC,,United States,A company developing novel therapeutic solutions utilizing DNA-based technologies.,,Biotechnology,No,Yes,Yes,No,,
DNANUDGE LTD,,United Kingdom,A company specializing in DNA-based diagnostics and personalized healthcare solutions.,,Biotechnology and Diagnostics,No,Yes,Yes,No,,
DNARX,,,A biotechnology company focused on DNA-based therapeutics and drug development.,,Biotechnology,No,Yes,Yes,No,,
DOCTORS ON CLOUD CO LTD,,,A company providing cloud-based solutions for medical and healthcare services.,,Healthcare Technology,No,Yes,No,No,,
DOHMEYER CONSTR SP ZOO,,Poland,A construction company with a focus on infrastructure development.,,Construction,No,Yes,No,No,,
